variable,cor.cor,pval
bloomberg_amount_pp,-0.031617252966878985,0.41705482691529094
bloomberg_fctc_amount,0.0906220110500756,0.019791820762150466
bloomberg_count,0.15860623333429028,4.203679867855054e-5
bloomberg_fctc_count,0.1170273009717904,0.0025831418073290653
