entry,year,tobacco_prod
CY,1994,303
CY,1993,308
CY,1992,315
CY,1991,223
CY,1990,343
CY,1989,327
CY,1988,210
CY,1987,402
CY,1986,276
CY,1985,316
CY,1984,292
CY,1983,204
CY,1982,173
CY,1981,351
CY,1980,267
CY,1979,229
CY,1978,220
CY,1977,110
CY,1976,118
CY,1975,10
CY,1973,67
CY,1972,975
CY,1971,1118
CY,1970,721
CY,1969,1120
CY,1968,914
CY,1967,1422
CY,1966,864
CY,1965,2489
CY,1964,975
CY,1963,952
CY,1962,1019
CY,1961,898
KP,2016,82727
KP,2015,81287
KP,2014,80521
KP,2013,8e4
KP,2012,8e4
KP,2011,79e3
KP,2010,72e3
KP,2009,73e3
KP,2008,7e4
KP,2007,63e3
KP,2006,65e3
KP,2005,65400
KP,2004,64345
KP,2003,64e3
KP,2002,64400
KP,2001,63574
KP,2000,63e3
KP,1999,62949
KP,1998,62e3
KP,1997,62022
KP,1996,61661
KP,1995,6e4
KP,1994,65e3
KP,1993,6e4
KP,1992,64e3
KP,1991,66e3
KP,1990,65e3
KP,1989,64e3
KP,1988,62e3
KP,1987,6e4
KP,1986,58e3
KP,1985,56e3
KP,1984,52e3
KP,1983,5e4
KP,1982,48e3
KP,1981,46e3
KP,1980,45e3
KP,1979,43e3
KP,1978,42e3
KP,1977,41e3
KP,1976,41e3
KP,1975,4e4
KP,1974,4e4
KP,1973,4e4
KP,1972,4e4
KP,1971,4e4
KP,1970,4e4
KP,1969,4e4
KP,1968,4e4
KP,1967,4e4
KP,1966,4e4
KP,1965,4e4
KP,1964,4e4
KP,1963,38e3
KP,1962,41e3
KP,1961,37e3
CD,2016,3922
CD,2015,3915
CD,2014,3908
CD,2013,3932
CD,2012,3562
CD,2011,3593
CD,2010,3709
CD,2009,3819
CD,2008,3937
CD,2007,4058
CD,2006,4184
CD,2005,4053
CD,2004,4174
CD,2003,3517
CD,2002,3620
CD,2001,3759
CD,2000,4210
CD,1999,4715
CD,1998,4210
CD,1997,3648
CD,1996,3536
CD,1995,3339
CD,1994,3321
CD,1993,3210
CD,1992,3103
CD,1991,3e3
CD,1990,2900
CD,1989,2900
CD,1988,2800
CD,1987,2900
CD,1986,3200
CD,1985,8200
CD,1984,8200
CD,1983,8100
CD,1982,7800
CD,1981,7700
CD,1980,7400
CD,1979,7200
CD,1978,6e3
CD,1977,6500
CD,1976,6900
CD,1975,6500
CD,1974,6200
CD,1973,5900
CD,1972,5700
CD,1971,5800
CD,1970,5500
CD,1969,4e3
CD,1968,4500
CD,1967,4600
CD,1966,5200
CD,1965,5100
CD,1964,5e3
CD,1963,5e3
CD,1962,5e3
CD,1961,5e3
DO,2016,12935
DO,2015,12923
DO,2014,9163
DO,2013,9254
DO,2012,9225
DO,2011,10414
DO,2010,8066
DO,2009,11800
DO,2008,9054
DO,2007,12861
DO,2006,9724
DO,2005,10053
DO,2004,8404
DO,2003,7558
DO,2002,4613
DO,2001,4571
DO,2000,3397
DO,1999,17125
DO,1998,42674
DO,1997,26878
DO,1996,24054
DO,1995,20961
DO,1994,13492
DO,1993,18692
DO,1992,19895
DO,1991,23700
DO,1990,18328
DO,1989,29682
DO,1988,27976
DO,1987,28664
DO,1986,25985
DO,1985,31395
DO,1984,27907
DO,1983,33569
DO,1982,34184
DO,1981,40223
DO,1980,37411
DO,1979,44562
DO,1978,54203
DO,1977,34918
DO,1976,45385
DO,1975,34622
DO,1974,33658
DO,1973,43618
DO,1972,26110
DO,1971,22818
DO,1970,22319
DO,1969,21200
DO,1968,16400
DO,1967,20669
DO,1966,20454
DO,1965,18544
DO,1964,28173
DO,1963,30707
DO,1962,24948
DO,1961,29393
EC,2016,9391
EC,2015,9227
EC,2014,9064
EC,2013,8900
EC,2012,8737
EC,2011,8795
EC,2010,8295
EC,2009,8100
EC,2008,8e3
EC,2007,7900
EC,2006,7800
EC,2005,7685
EC,2004,8350
EC,2003,7958
EC,2002,7164
EC,2001,4924
EC,2000,5080
EC,1999,3851
EC,1998,3461
EC,1997,3850
EC,1996,1816
EC,1995,1625
EC,1994,3096
EC,1993,3226
EC,1992,4876
EC,1991,3645
EC,1990,2553
EC,1989,1967
EC,1988,4160
EC,1987,3744
EC,1986,3517
EC,1985,3063
EC,1984,4435
EC,1983,1764
EC,1982,3264
EC,1981,3560
EC,1980,3277
EC,1979,3464
EC,1978,2511
EC,1977,1890
EC,1976,2300
EC,1975,2e3
EC,1974,2251
EC,1973,1286
EC,1972,1166
EC,1971,1665
EC,1970,2160
EC,1969,1494
EC,1968,1231
EC,1967,1444
EC,1966,1647
EC,1965,2399
EC,1964,1855
EC,1963,870
EC,1962,979
EC,1961,851
SV,2016,1739
SV,2015,1704
SV,2014,1737
SV,2013,1694
SV,2012,1680
SV,2011,1598
SV,2010,1552
SV,2009,1506
SV,2008,1460
SV,2007,1415
SV,2006,1369
SV,2005,1303
SV,2004,1262
SV,2003,1220
SV,2002,1180
SV,2001,1100
SV,2000,1050
SV,1999,1100
SV,1998,1038
SV,1997,1038
SV,1996,1038
SV,1995,1240
SV,1994,750
SV,1993,740
SV,1992,730
SV,1991,720
SV,1990,740
SV,1989,680
SV,1988,990
SV,1987,1389
SV,1986,1121
SV,1985,1256
SV,1984,1418
SV,1983,4716
SV,1982,4363
SV,1981,4379
SV,1980,4025
SV,1979,4025
SV,1978,2280
SV,1977,2106
SV,1976,2249
SV,1975,2887
SV,1974,1955
SV,1973,1865
SV,1972,1800
SV,1971,1800
SV,1970,1130
SV,1969,1115
SV,1968,1100
SV,1967,1100
SV,1966,1200
SV,1965,1200
SV,1964,1183
SV,1963,1204
SV,1962,1100
SV,1961,900
ET,2016,2163
ET,2015,2228
ET,2014,2292
ET,2013,2356
ET,2012,2421
ET,2011,2485
ET,2010,2549
ET,2009,2613
ET,2008,2678
ET,2007,2742
ET,2006,2802
ET,2005,2895
ET,2004,3e3
ET,2003,3e3
ET,2002,3e3
ET,2001,3166
ET,2000,3300
ET,1999,3200
ET,1998,3384
ET,1997,3500
ET,1996,3500
ET,1995,3500
ET,1994,3900
ET,1993,3903
ET,1992,2001
ET,1991,4e3
ET,1990,4e3
ET,1989,4e3
ET,1988,3500
ET,1987,3400
ET,1986,3300
ET,1985,3100
ET,1984,3e3
ET,1983,2900
ET,1982,2850
ET,1981,2800
ET,1980,2800
ET,1979,2700
ET,1978,2700
ET,1977,2800
ET,1976,2800
ET,1975,2700
ET,1974,2700
ET,1973,2700
ET,1972,2600
ET,1971,2300
ET,1970,2100
ET,1969,1800
ET,1968,1800
ET,1967,1600
ET,1966,1500
ET,1965,1500
ET,1964,1500
ET,1963,1400
ET,1962,1100
ET,1961,1e3
FJ,2016,453
FJ,2015,440
FJ,2014,455
FJ,2013,490
FJ,2012,464
FJ,2011,480
FJ,2010,452
FJ,2009,439
FJ,2008,257
FJ,2007,266
FJ,2006,318
FJ,2005,333
FJ,2004,224
FJ,2003,385
FJ,2002,238
FJ,2001,390
FJ,2000,313
FJ,1999,233
FJ,1998,167
FJ,1997,215
FJ,1996,214
FJ,1995,136
FJ,1994,272
FJ,1993,367
FJ,1992,279
FJ,1991,252
FJ,1990,240
FJ,1989,164
FJ,1988,108
FJ,1987,208
FJ,1986,293
FJ,1985,377
FJ,1984,227
FJ,1983,322
FJ,1982,384
FJ,1981,315
FJ,1980,413
FJ,1979,301
FJ,1978,269
FJ,1977,538
FJ,1976,488
FJ,1975,407
FJ,1974,400
FJ,1973,400
FJ,1972,400
FJ,1971,408
FJ,1970,408
FJ,1969,419
FJ,1968,780
FJ,1967,500
FJ,1966,700
FJ,1965,700
FJ,1964,620
FJ,1963,620
FJ,1962,430
FJ,1961,430
FR,2016,8801
FR,2015,9655
FR,2014,9825
FR,2013,9634
FR,2012,12397
FR,2011,13999
FR,2010,18428
FR,2009,17190
FR,2008,16320
FR,2007,15805
FR,2006,18880
FR,2005,9825
FR,2004,9634
FR,2003,12397
FR,2002,13999
FR,2001,18428
FR,2000,17719
FR,1999,16213
FR,1998,15714
FR,1997,18698
FR,1996,22875
FR,1995,22288
FR,1994,25542
FR,1993,24317
FR,1992,23839
FR,1991,25249
FR,1990,27632
FR,1989,28568
FR,1988,32606
FR,1987,37620
FR,1986,37520
FR,1985,35790
FR,1984,35530
FR,1983,36200
FR,1982,43e3
FR,1981,42380
FR,1980,45981
FR,1979,51800
FR,1978,53990
FR,1977,45744
FR,1976,62050
FR,1975,50988
FR,1974,49366
FR,1973,50439
FR,1972,50077
FR,1971,42962
FR,1970,46537
FR,1969,44454
FR,1968,51717
FR,1967,47097
FR,1966,47130
FR,1965,49015
FR,1964,43381
FR,1963,40615
FR,1962,39379
FR,1961,34238
GE,2016,338
GE,2015,338
GE,2014,338
GE,2013,338
GE,2012,338
GE,2011,306
GE,2010,206
GE,2009,100
GE,2008,100
GE,2007,100
GE,2006,300
GE,2005,1094
GE,2004,1461
GE,2003,1384
GE,2002,2065
GE,2001,1634
GE,2000,1855
GE,1999,2144
GE,1998,3415
GE,1997,200
GE,1996,1e3
GE,1995,1e3
GE,1994,1600
GE,1993,2205
GE,1992,3900
DE,2016,6134
DE,2015,6299
DE,2014,6485
DE,2013,6700
DE,2012,7125
DE,2011,6670
DE,2010,6173
DE,2009,8223
DE,2008,8339
DE,2007,7740
DE,2006,8515
DE,2005,10896
DE,2004,10101
DE,2003,11625
DE,2002,11300
DE,2001,11441
DE,2000,10985
DE,1999,11160
DE,1998,9826
DE,1997,8504
DE,1996,8312
DE,1995,6836
DE,1994,7742
DE,1993,8702
DE,1992,8113
DE,1991,6889
DE,1990,10441
DE,1989,12478
DE,1988,12811
DE,1987,11640
DE,1986,13754
DE,1985,13768
DE,1984,12533
DE,1983,11357
DE,1982,12004
DE,1981,11773
DE,1980,10638
DE,1979,12856
DE,1978,12089
DE,1977,14022
DE,1976,15428
DE,1975,14357
DE,1974,15600
DE,1973,17618
DE,1972,15606
DE,1971,13837
DE,1970,13953
DE,1969,13702
DE,1968,14293
DE,1967,14910
DE,1966,15160
DE,1965,14895
DE,1964,17528
DE,1963,18201
DE,1962,14861
DE,1961,13210
GH,2016,2580
GH,2015,2535
GH,2014,2490
GH,2013,2444
GH,2012,2399
GH,2011,2354
GH,2010,2309
GH,2009,2222
GH,2008,2380
GH,2007,2700
GH,2006,2500
GH,2005,2500
GH,2004,1350
GH,2003,1350
GH,2002,1350
GH,2001,1350
GH,2000,1350
GH,1999,1350
GH,1998,2390
GH,1997,2024
GH,1996,2e3
GH,1995,1700
GH,1994,2230
GH,1993,1725
GH,1992,1740
GH,1991,1160
GH,1990,1530
GH,1989,2e3
GH,1988,2e3
GH,1987,2e3
GH,1986,2e3
GH,1985,2838
GH,1984,2400
GH,1983,1800
GH,1982,1200
GH,1981,800
GH,1980,500
GH,1979,500
GH,1978,600
GH,1977,400
GH,1976,2044
GH,1975,2342
GH,1974,3334
GH,1973,2596
GH,1972,1740
GH,1971,1411
GH,1970,937
GH,1969,856
GH,1968,1118
GH,1967,1219
GH,1966,610
GH,1965,862
GH,1964,904
GH,1963,793
GH,1962,700
GH,1961,600
GR,2016,29216
GR,2015,34330
GR,2014,40940
GR,2013,40613
GR,2012,34250
GR,2011,32043
GR,2010,29948
GR,2009,26776
GR,2008,27062
GR,2007,29359
GR,2006,37405
GR,2005,124351
GR,2004,133946
GR,2003,136128
GR,2002,133649
GR,2001,142011
GR,2000,137039
GR,1999,144587
GR,1998,146478
GR,1997,146975
GR,1996,149296
GR,1995,148543
GR,1994,141363
GR,1993,164903
GR,1992,186600
GR,1991,161900
GR,1990,135685
GR,1989,133e3
GR,1988,149e3
GR,1987,155e3
GR,1986,161e3
GR,1985,150600
GR,1984,145260
GR,1983,115844
GR,1982,138368
GR,1981,130900
GR,1980,117339
GR,1979,127883
GR,1978,129e3
GR,1977,119774
GR,1976,141675
GR,1975,119138
GR,1974,82835
GR,1973,91739
GR,1972,85664
GR,1971,88162
GR,1970,94833
GR,1969,79818
GR,1968,89566
GR,1967,114152
GR,1966,104061
GR,1965,125626
GR,1964,133800
GR,1963,129e3
GR,1962,89361
GR,1961,74245
GT,2016,29742
GT,2015,28445
GT,2014,27937
GT,2013,26735
GT,2012,25555
GT,2011,26195
GT,2010,26907
GT,2009,28005
GT,2008,22054
GT,2007,17772
GT,2006,17586
GT,2005,15844
GT,2004,16166
GT,2003,17395
GT,2002,18525
GT,2001,18116
GT,2000,18630
GT,1999,16902
GT,1998,20440
GT,1997,18515
GT,1996,17165
GT,1995,10720
GT,1994,14193
GT,1993,20208
GT,1992,16530
GT,1991,10129
GT,1990,11151
GT,1989,11886
GT,1988,11523
GT,1987,10050
GT,1986,7371
GT,1985,8660
GT,1984,10340
GT,1983,9048
GT,1982,9660
GT,1981,6841
GT,1980,10497
GT,1979,11320
GT,1978,10451
GT,1977,9300
GT,1976,8820
GT,1975,8280
GT,1974,8786
GT,1973,7549
GT,1972,6177
GT,1971,5340
GT,1970,5193
GT,1969,4135
GT,1968,3990
GT,1967,4320
GT,1966,3800
GT,1965,3600
GT,1964,3300
GT,1963,3200
GT,1962,2200
GT,1961,2200
GN,2016,2405
GN,2015,2396
GN,2014,2405
GN,2013,2350
GN,2012,2350
GN,2011,2500
GN,2010,2520
GN,2009,2321
GN,2008,2216
GN,2007,1900
GN,2006,2e3
GN,2005,2245
GN,2004,2256
GN,2003,2247
GN,2002,2238
GN,2001,2229
GN,2000,2220
GN,1999,2211
GN,1998,2202
GN,1997,2193
GN,1996,2184
GN,1995,2175
GN,1994,2166
GN,1993,2158
GN,1992,2149
GN,1991,2140
GN,1990,2008
GN,1989,1800
GN,1988,1800
GN,1987,1800
GN,1986,1800
GN,1985,1740
GN,1984,1720
GN,1983,1700
GN,1982,1600
GN,1981,1500
GN,1980,1500
GN,1979,1450
GN,1978,1400
GN,1977,1400
GN,1976,1350
GN,1975,1350
GN,1974,1300
GN,1973,1300
GN,1972,1300
GN,1971,1300
GN,1970,1300
GN,1969,1300
GN,1968,1300
GN,1967,1300
GN,1966,1300
GN,1965,1300
GN,1964,1250
GN,1963,1200
GN,1962,1150
GN,1961,1100
GY,2016,93
GY,2015,93
GY,2014,93
GY,2013,94
GY,2012,96
GY,2011,93
GY,2010,92
GY,2009,92
GY,2008,91
GY,2007,90
GY,2006,90
GY,2005,90
GY,2004,90
GY,2003,90
GY,2002,90
GY,2001,90
GY,2000,90
GY,1999,90
GY,1998,90
GY,1997,90
GY,1996,92
GY,1995,92
GY,1994,93
GY,1993,94
GY,1992,95
GY,1991,96
GY,1990,100
GY,1989,100
GY,1988,100
GY,1987,100
GY,1986,125
GY,1985,274
GY,1984,220
GY,1983,141
GY,1982,100
GY,1981,100
GY,1980,100
GY,1979,90
GY,1978,90
GY,1977,90
GY,1976,113
GY,1975,110
GY,1974,115
GY,1973,116
GY,1972,150
GY,1971,136
GY,1970,103
GY,1969,99
GY,1968,81
GY,1967,39
GY,1966,33
GY,1965,28
GY,1964,12
GY,1963,10
GY,1962,10
GY,1961,8
HT,2016,567
HT,2015,568
HT,2014,569
HT,2013,569
HT,2012,570
HT,2011,571
HT,2010,566
HT,2009,552
HT,2008,500
HT,2007,780
HT,2006,570
HT,2005,560
HT,2004,550
HT,2003,500
HT,2002,500
HT,2001,500
HT,2000,550
HT,1999,561
HT,1998,562
HT,1997,550
HT,1996,510
HT,1995,530
HT,1994,550
HT,1993,586
HT,1992,600
HT,1991,650
HT,1990,700
HT,1989,730
HT,1988,730
HT,1987,730
HT,1986,680
HT,1985,680
HT,1984,680
HT,1983,680
HT,1982,570
HT,1981,340
HT,1980,386
HT,1979,279
HT,1978,309
HT,1977,347
HT,1976,218
HT,1975,198
HT,1974,213
HT,1973,186
HT,1972,180
HT,1971,180
HT,1970,170
HT,1969,170
HT,1968,160
HT,1967,160
HT,1966,150
HT,1965,150
HT,1964,140
HT,1963,140
HT,1962,130
HT,1961,130
HN,2016,5919
HN,2015,5912
HN,2014,5904
HN,2013,5896
HN,2012,5889
HN,2011,5881
HN,2010,5873
HN,2009,5869
HN,2008,6202
HN,2007,6500
HN,2006,6441
HN,2005,6154
HN,2004,6054
HN,2003,5954
HN,2002,5854
HN,2001,5090
HN,2000,5035
HN,1999,4045
HN,1998,4490
HN,1997,4400
HN,1996,4490
HN,1995,6758
HN,1994,9366
HN,1993,5587
HN,1992,5818
HN,1991,5e3
HN,1990,5198
HN,1989,4784
HN,1988,3636
HN,1987,4232
HN,1986,4727
HN,1985,5273
HN,1984,5409
HN,1983,7394
HN,1982,7394
HN,1981,7349
HN,1980,7303
HN,1979,7485
HN,1978,6578
HN,1977,6946
HN,1976,5934
HN,1975,5244
HN,1974,4692
HN,1973,3817
HN,1972,5854
HN,1971,5639
HN,1970,5434
HN,1969,5e3
HN,1968,5200
HN,1967,4711
HN,1966,4799
HN,1965,4711
HN,1964,4214
HN,1963,4152
HN,1962,4061
HN,1961,3592
HU,2016,8100
HU,2015,7952
HU,2014,9460
HU,2013,8680
HU,2012,9297
HU,2011,10923
HU,2010,8972
HU,2009,6679
HU,2008,9654
HU,2007,6300
HU,2006,9145
HU,2005,11385
HU,2004,11413
HU,2003,11437
HU,2002,11288
HU,2001,8931
HU,2000,10485
HU,1999,15689
HU,1998,12538
HU,1997,10939
HU,1996,10343
HU,1995,11249
HU,1994,12029
HU,1993,11136
HU,1992,13103
HU,1991,17509
HU,1990,13583
HU,1989,14653
HU,1988,16049
HU,1987,19748
HU,1986,21266
HU,1985,20966
HU,1984,20243
HU,1983,20539
HU,1982,24696
HU,1981,22813
HU,1980,14798
HU,1979,25233
HU,1978,21691
HU,1977,24164
HU,1976,19381
HU,1975,16745
HU,1974,16774
HU,1973,19633
HU,1972,17371
HU,1971,16287
HU,1970,17594
HU,1969,27406
HU,1968,26800
HU,1967,23909
HU,1966,19611
HU,1965,18443
HU,1964,28603
HU,1963,26704
HU,1962,18623
HU,1961,17173
IN,2016,761318
IN,2015,746756
IN,2014,720732
IN,2013,776339
IN,2012,82e4
IN,2011,83e4
IN,2010,69e4
IN,2009,622830
IN,2008,49e4
IN,2007,52e4
IN,2006,552200
IN,2005,549100
IN,2004,549900
IN,2003,49e4
IN,2002,55e4
IN,2001,34e4
IN,2000,52e4
IN,1999,736200
IN,1998,646e3
IN,1997,618e3
IN,1996,535200
IN,1995,566700
IN,1994,562900
IN,1993,596500
IN,1992,584400
IN,1991,555900
IN,1990,551600
IN,1989,492800
IN,1988,367400
IN,1987,461800
IN,1986,441200
IN,1985,485900
IN,1984,492500
IN,1983,581600
IN,1982,520100
IN,1981,480800
IN,1980,438500
IN,1979,453800
IN,1978,493600
IN,1977,418800
IN,1976,349800
IN,1975,363100
IN,1974,462100
IN,1973,372200
IN,1972,418900
IN,1971,361900
IN,1970,337100
IN,1969,361e3
IN,1968,368700
IN,1967,353400
IN,1966,293e3
IN,1965,346e3
IN,1964,36e4
IN,1963,341e3
IN,1962,339e3
IN,1961,307e3
ID,2016,196154
ID,2015,193790
ID,2014,196300
ID,2013,260200
ID,2012,260800
ID,2011,214600
ID,2010,135700
ID,2009,176510
ID,2008,168037
ID,2007,164851
ID,2006,146265
ID,2005,153470
ID,2004,165108
ID,2003,200875
ID,2002,192083
ID,2001,199103
ID,2000,204329
ID,1999,138e3
ID,1998,137564
ID,1997,136746
ID,1996,151025
ID,1995,140169
ID,1994,130134
ID,1993,121370
ID,1992,111655
ID,1991,140283
ID,1990,156432
ID,1989,80979
ID,1988,116917
ID,1987,112691
ID,1986,101235
ID,1985,160765
ID,1984,107825
ID,1983,109484
ID,1982,106802
ID,1981,109646
ID,1980,85487
ID,1979,120299
ID,1978,82466
ID,1977,84502
ID,1976,89798
ID,1975,95665
ID,1974,78071
ID,1973,76507
ID,1972,126558
ID,1971,57352
ID,1970,76666
ID,1969,89200
ID,1968,6e4
ID,1967,6e4
ID,1966,69800
ID,1965,78400
ID,1964,48400
ID,1963,93900
ID,1962,81600
ID,1961,85800
IR,2016,21223
IR,2015,23586
IR,2014,19039
IR,2013,18927
IR,2012,19884
IR,2011,19232
IR,2010,14145
IR,2009,8826
IR,2008,16703
IR,2007,11640
IR,2006,15479
IR,2005,22180
IR,2004,12521
IR,2003,22195
IR,2002,26743
IR,2001,19849
IR,2000,20980
IR,1999,22313
IR,1998,23283
IR,1997,24033
IR,1996,17448
IR,1995,13847
IR,1994,9887
IR,1993,20490
IR,1992,22162
IR,1991,20496
IR,1990,19446
IR,1989,15393
IR,1988,20687
IR,1987,25338
IR,1986,27749
IR,1985,28154
IR,1984,22e3
IR,1983,21051
IR,1982,25e3
IR,1981,27e3
IR,1980,24e3
IR,1979,2e4
IR,1978,14e3
IR,1977,15e3
IR,1976,19e3
IR,1975,15e3
IR,1974,14e3
IR,1973,15496
IR,1972,25878
IR,1971,19274
IR,1970,16817
IR,1969,17586
IR,1968,18599
IR,1967,22463
IR,1966,19535
IR,1965,25157
IR,1964,19465
IR,1963,12377
IR,1962,18800
IR,1961,18183
IQ,2016,2292
IQ,2015,2299
IQ,2014,2306
IQ,2013,2313
IQ,2012,2320
IQ,2011,2323
IQ,2010,2311
IQ,2009,2250
IQ,2008,2250
IQ,2007,2250
IQ,2006,2250
IQ,2005,2250
IQ,2004,2500
IQ,2003,2500
IQ,2002,2500
IQ,2001,2500
IQ,2000,2250
IQ,1999,2300
IQ,1998,2550
IQ,1997,2500
IQ,1996,2450
IQ,1995,2500
IQ,1994,2450
IQ,1993,2600
IQ,1992,2500
IQ,1991,1020
IQ,1990,4400
IQ,1989,3200
IQ,1988,1800
IQ,1987,9100
IQ,1986,12800
IQ,1985,17e3
IQ,1984,13600
IQ,1983,14300
IQ,1982,12300
IQ,1981,11900
IQ,1980,9600
IQ,1979,9400
IQ,1978,10995
IQ,1977,7250
IQ,1976,6718
IQ,1975,4500
IQ,1974,13668
IQ,1973,10697
IQ,1972,9922
IQ,1971,18418
IQ,1970,15825
IQ,1969,10145
IQ,1968,15806
IQ,1967,13326
IQ,1966,6e3
IQ,1965,10252
IQ,1964,13500
IQ,1963,4700
IQ,1962,8502
IQ,1961,10698
IL,2016,4
IL,2015,4
IL,2014,4
IL,2013,4
IL,2012,4
IL,2011,5
IL,2010,5
IL,2009,5
IL,2008,5
IL,2007,3
IL,2006,0
IL,2005,2
IL,2004,2
IL,2003,3
IL,2002,3
IL,2001,3
IL,2000,3
IL,1999,3
IL,1998,4
IL,1997,4
IL,1996,5
IL,1995,0
IL,1994,0
IL,1993,0
IL,1992,15
IL,1991,30
IL,1990,150
IL,1989,300
IL,1988,280
IL,1987,500
IL,1986,600
IL,1985,600
IL,1984,600
IL,1983,600
IL,1982,500
IL,1981,450
IL,1980,500
IL,1979,700
IL,1978,750
IL,1977,800
IL,1976,800
IL,1975,550
IL,1974,550
IL,1973,780
IL,1972,950
IL,1971,1075
IL,1970,1600
IL,1969,2150
IL,1968,1880
IL,1967,2200
IL,1966,1950
IL,1965,1740
IL,1964,985
IL,1963,110
IL,1962,2235
IL,1961,2320
IT,2016,48470
IT,2015,51406
IT,2014,53925
IT,2013,49770
IT,2012,50620
IT,2011,70130
IT,2010,89112
IT,2009,97860
IT,2008,92560
IT,2007,11e4
IT,2006,96600
IT,2005,115983
IT,2004,117882
IT,2003,124985
IT,2002,122231
IT,2001,130487
IT,2000,129937
IT,1999,126352
IT,1998,132509
IT,1997,130513
IT,1996,130590
IT,1995,124492
IT,1994,120579
IT,1993,135698
IT,1992,150855
IT,1991,193296
IT,1990,214851
IT,1989,197318
IT,1988,184350
IT,1987,162127
IT,1986,145700
IT,1985,166490
IT,1984,185e3
IT,1983,156024
IT,1982,145020
IT,1981,130970
IT,1980,125543
IT,1979,136600
IT,1978,109659
IT,1977,109672
IT,1976,108642
IT,1975,113400
IT,1974,92700
IT,1973,93752
IT,1972,84280
IT,1971,79274
IT,1970,78449
IT,1969,79404
IT,1968,74129
IT,1967,86935
IT,1966,73106
IT,1965,73452
IT,1964,78886
IT,1963,65196
IT,1962,46320
IT,1961,24974
JM,2016,1639
JM,2015,1634
JM,2014,1609
JM,2013,1650
JM,2012,1600
JM,2011,1701
JM,2010,1766
JM,2009,1835
JM,2008,1905
JM,2007,2e3
JM,2006,1977
JM,2005,1936
JM,2004,1920
JM,2003,1902
JM,2002,1862
JM,2001,1849
JM,2000,1837
JM,1999,1800
JM,1998,1800
JM,1997,1800
JM,1996,1940
JM,1995,2e3
JM,1994,2200
JM,1993,2350
JM,1992,2339
JM,1991,2339
JM,1990,2339
JM,1989,2339
JM,1988,2339
JM,1987,2339
JM,1986,2339
JM,1985,1387
JM,1984,2360
JM,1983,1460
JM,1982,1750
JM,1981,1844
JM,1980,1195
JM,1979,1244
JM,1978,893
JM,1977,778
JM,1976,1197
JM,1975,1019
JM,1974,1e3
JM,1973,1130
JM,1972,1134
JM,1971,1134
JM,1970,1179
JM,1969,1267
JM,1968,1361
JM,1967,1474
JM,1966,1474
JM,1965,1361
JM,1964,2540
JM,1963,2032
JM,1962,914
JM,1961,630
JP,2016,17900
JP,2015,18700
JP,2014,2e4
JP,2013,19800
JP,2012,19700
JP,2011,23600
JP,2010,29300
JP,2009,36600
JP,2008,38500
JP,2007,37800
JP,2006,37700
JP,2005,46800
JP,2004,52659
JP,2003,50662
JP,2002,58200
JP,2001,60600
JP,2000,60803
JP,1999,64727
JP,1998,64e3
JP,1997,68504
JP,1996,66e3
JP,1995,70391
JP,1994,71931
JP,1993,60690
JP,1992,71380
JP,1991,69897
JP,1990,80500
JP,1989,74400
JP,1988,85800
JP,1987,104400
JP,1986,116800
JP,1985,116200
JP,1984,135500
JP,1983,136700
JP,1982,139400
JP,1981,137700
JP,1980,141400
JP,1979,153300
JP,1978,172e3
JP,1977,173200
JP,1976,176200
JP,1975,165700
JP,1974,151300
JP,1973,157200
JP,1972,145200
JP,1971,149600
JP,1970,150900
JP,1969,174e3
JP,1968,193900
JP,1967,209400
JP,1966,198100
JP,1965,193e3
JP,1964,212600
JP,1963,158e3
JP,1962,139700
JP,1961,126900
JO,2016,0
JO,2015,12
JO,2014,7
JO,2013,3
JO,2012,8
JO,2011,53
JO,2010,13
JO,2009,0
JO,2008,16
JO,2007,7
JO,2006,54
JO,2005,58
JO,2004,345
JO,2003,20
JO,2002,4268
JO,2001,1262
JO,2000,2668
JO,1999,561
JO,1998,2307
JO,1997,2701
JO,1996,1098
JO,1995,4758
JO,1994,1517
JO,1993,3381
JO,1992,3228
JO,1991,1260
JO,1990,2894
JO,1989,2929
JO,1988,3651
JO,1987,2921
JO,1986,1680
JO,1985,2965
JO,1984,2692
JO,1983,6017
JO,1982,3484
JO,1981,3432
JO,1980,3345
JO,1979,1301
JO,1978,1365
JO,1977,861
JO,1976,811
JO,1975,1072
JO,1974,1874
JO,1973,1116
JO,1972,1643
JO,1971,1347
JO,1970,1162
JO,1969,1986
JO,1968,1751
JO,1967,1663
JO,1966,1614
JO,1965,2100
JO,1964,2160
JO,1963,542
JO,1962,1543
JO,1961,2065
KZ,2016,1010
KZ,2015,1401
KZ,2014,1603
KZ,2013,2684
KZ,2012,2781
KZ,2011,2789
KZ,2010,3210
KZ,2009,8370
KZ,2008,8980
KZ,2007,11030
KZ,2006,14060
KZ,2005,15450
KZ,2004,14310
KZ,2003,15900
KZ,2002,15830
KZ,2001,14722
KZ,2000,16160
KZ,1999,8e3
KZ,1998,8700
KZ,1997,2400
KZ,1996,1700
KZ,1995,1700
KZ,1994,2800
KZ,1993,4100
KZ,1992,3700
KE,2016,9619
KE,2015,9910
KE,2014,10283
KE,2013,10783
KE,2012,12074
KE,2011,15400
KE,2010,14156
KE,2009,10260
KE,2008,8519
KE,2007,11153
KE,2006,17605
KE,2005,25e3
KE,2004,22e3
KE,2003,19333
KE,2002,2e4
KE,2001,19500
KE,2000,17960
KE,1999,16800
