entry,year,tobacco_prod
KE,1998,11e3
KE,1997,21878
KE,1996,15980
KE,1995,13e3
KE,1994,8920
KE,1993,1e4
KE,1992,9e3
KE,1991,1e4
KE,1990,8800
KE,1989,10590
KE,1988,8e3
KE,1987,7e3
KE,1986,5076
KE,1985,5072
KE,1984,8555
KE,1983,6628
KE,1982,5212
KE,1981,3701
KE,1980,2738
KE,1979,2905
KE,1978,1800
KE,1977,1700
KE,1976,807
KE,1975,296
KE,1974,139
KE,1973,137
KE,1972,167
KE,1971,161
KE,1970,123
KE,1969,123
KE,1968,80
KE,1967,53
KE,1966,69
KE,1965,382
KE,1964,504
KE,1963,508
KE,1962,356
KE,1961,448
KG,2016,470
KG,2015,1344
KG,2014,4374
KG,2013,6498
KG,2012,7435
KG,2011,9918
KG,2010,9888
KG,2009,12006
KG,2008,13618
KG,2007,14429
KG,2006,13361
KG,2005,13396
KG,2004,12988
KG,2003,8690
KG,2002,6154
KG,2001,24036
KG,2000,34613
KG,1999,29795
KG,1998,28060
KG,1997,25745
KG,1996,17917
KG,1995,17600
KG,1994,36400
KG,1993,48600
KG,1992,43200
LA,2016,66800
LA,2015,63040
LA,2014,63355
LA,2013,56755
LA,2012,75560
LA,2011,43e3
LA,2010,45e3
LA,2009,25966
LA,2008,33103
LA,2007,22880
LA,2006,24800
LA,2005,28100
LA,2004,33e3
LA,2003,25713
LA,2002,27497
LA,2001,30081
LA,2000,39926
LA,1999,23350
LA,1998,25600
LA,1997,28e3
LA,1996,26040
LA,1995,26643
LA,1994,34627
LA,1993,36808
LA,1992,30560
LA,1991,30140
LA,1990,34130
LA,1989,20100
LA,1988,17910
LA,1987,14840
LA,1986,8400
LA,1985,9410
LA,1984,13900
LA,1983,13e3
LA,1982,18600
LA,1981,15700
LA,1980,14600
LA,1979,33e3
LA,1978,10700
LA,1977,44e3
LA,1976,37e3
LA,1975,24300
LA,1974,25200
LA,1973,24e3
LA,1972,22200
LA,1971,23400
LA,1970,22800
LA,1969,22800
LA,1968,24e3
LA,1967,24e3
LA,1966,18e3
LA,1965,16200
LA,1964,18e3
LA,1963,12e3
LA,1962,12e3
LA,1961,10800
LB,2016,8781
LB,2015,8910
LB,2014,9038
LB,2013,9166
LB,2012,9345
LB,2011,9797
LB,2010,10156
LB,2009,9300
LB,2008,11e3
LB,2007,9400
LB,2006,8600
LB,2005,9e3
LB,2004,11e3
LB,2003,9900
LB,2002,9700
LB,2001,12800
LB,2000,10800
LB,1999,12500
LB,1998,11300
LB,1997,11530
LB,1996,12249
LB,1995,8500
LB,1994,5403
LB,1993,4500
LB,1992,1706
LB,1991,1478
LB,1990,1695
LB,1989,2188
LB,1988,3073
LB,1987,3297
LB,1986,3500
LB,1985,3500
LB,1984,4e3
LB,1983,4100
LB,1982,4078
LB,1981,4200
LB,1980,5e3
LB,1979,5e3
LB,1978,4150
LB,1977,4126
LB,1976,6039
LB,1975,4204
LB,1974,9220
LB,1973,9876
LB,1972,9513
LB,1971,8397
LB,1970,7190
LB,1969,6652
LB,1968,6602
LB,1967,6378
LB,1966,6250
LB,1965,5764
LB,1964,6e3
LB,1963,4198
LB,1962,4200
LB,1961,4e3
LY,2016,1308
LY,2015,1304
LY,2014,1303
LY,2013,1307
LY,2012,1311
LY,2011,1402
LY,2010,1477
LY,2009,1502
LY,2008,1504
LY,2007,1505
LY,2006,1502
LY,2005,1498
LY,2004,1500
LY,2003,1500
LY,2002,1500
LY,2001,1500
LY,2000,1500
LY,1999,1500
LY,1998,1400
LY,1997,1350
LY,1996,1340
LY,1995,1300
LY,1994,1250
LY,1993,1200
LY,1992,1250
LY,1991,1300
LY,1990,1250
LY,1989,1200
LY,1988,1150
LY,1987,1100
LY,1986,1e3
LY,1985,1e3
LY,1984,970
LY,1983,950
LY,1982,920
LY,1981,900
LY,1980,900
LY,1979,900
LY,1978,739
LY,1977,1619
LY,1976,1453
LY,1975,1357
LY,1974,1075
LY,1973,967
LY,1972,1205
LY,1971,1249
LY,1970,1615
LY,1969,1415
LY,1968,1552
LY,1967,1338
LY,1966,1624
LY,1965,1192
LY,1964,719
LY,1963,875
LY,1962,1134
LY,1961,1115
MG,2016,1635
MG,2015,1671
MG,2014,1707
MG,2013,1743
MG,2012,1778
MG,2011,1814
MG,2010,1776
MG,2009,1864
MG,2008,2087
MG,2007,2117
MG,2006,1848
MG,2005,1699
MG,2004,1707
MG,2003,1205
MG,2002,1285
MG,2001,1393
MG,2000,2204
MG,1999,1600
MG,1998,1100
MG,1997,3e3
MG,1996,3722
MG,1995,3985
MG,1994,5250
MG,1993,2446
MG,1992,1500
MG,1991,1488
MG,1990,4e3
MG,1989,3930
MG,1988,2452
MG,1987,4502
MG,1986,5455
MG,1985,3824
MG,1984,3656
MG,1983,2140
MG,1982,2612
MG,1981,3055
MG,1980,3576
MG,1979,3400
MG,1978,3097
MG,1977,3197
MG,1976,3967
MG,1975,4255
MG,1974,3615
MG,1973,5940
MG,1972,5340
MG,1971,5900
MG,1970,4442
MG,1969,5645
MG,1968,5450
MG,1967,5305
MG,1966,4885
MG,1965,5405
MG,1964,5140
MG,1963,4600
MG,1962,4200
MG,1961,4390
MW,2016,84962
MW,2015,120479
MW,2014,126348
MW,2013,132849
MW,2012,72551
MW,2011,174928
MW,2010,172922
MW,2009,208155
MW,2008,160238
MW,2007,118e3
MW,2006,121600
MW,2005,93598
MW,2004,106187
MW,2003,94312
MW,2002,89401
MW,2001,82544
MW,2000,98675
MW,1999,84555
MW,1998,124550
MW,1997,158113
MW,1996,141662
MW,1995,129400
MW,1994,99300
MW,1993,130400
MW,1992,127213
MW,1991,113374
MW,1990,101028
MW,1989,86327
MW,1988,75023
MW,1987,72507
MW,1986,63539
MW,1985,73379
MW,1984,73328
MW,1983,72428
MW,1982,58627
MW,1981,51031
MW,1980,54123
MW,1979,54293
MW,1978,51627
MW,1977,51842
MW,1976,36980
MW,1975,34926
MW,1974,27291
MW,1973,30481
MW,1972,30662
MW,1971,26438
MW,1970,22250
MW,1969,13082
MW,1968,14515
MW,1967,16193
MW,1966,18597
MW,1965,22816
MW,1964,14923
MW,1963,18008
MW,1962,16420
MW,1961,12202
MY,2016,1134
MY,2015,1223
MY,2014,583
MY,2013,420
MY,2012,1972
MY,2011,2916
MY,2010,3143
MY,2009,2473
MY,2008,6278
MY,2007,6453
MY,2006,6062
MY,2005,9444
MY,2004,12858
MY,2003,11690
MY,2002,11304
MY,2001,8299
MY,2000,7172
MY,1999,7675
MY,1998,11169
MY,1997,11241
MY,1996,11723
MY,1995,10318
MY,1994,6087
MY,1993,9679
MY,1992,11245
MY,1991,9216
MY,1990,10154
MY,1989,13858
MY,1988,7442
MY,1987,11268
MY,1986,14239
MY,1985,9542
MY,1984,7157
MY,1983,8701
MY,1982,8620
MY,1981,7200
MY,1980,9475
MY,1979,7535
MY,1978,9700
MY,1977,7275
MY,1976,4669
MY,1975,9184
MY,1974,7620
MY,1973,6027
MY,1972,7197
MY,1971,3921
MY,1970,2625
MY,1969,1905
MY,1968,1864
MY,1967,2105
MY,1966,2107
MY,1965,2296
MY,1964,2469
MY,1963,2348
MY,1962,2242
MY,1961,1806
ML,2016,1874
ML,2015,1636
ML,2014,1548
ML,2013,1458
ML,2012,1391
ML,2011,1330
ML,2010,1258
ML,2009,1229
ML,2008,1200
ML,2007,1191
ML,2006,900
ML,2005,536
ML,2004,1004
ML,2003,1004
ML,2002,1460
ML,2001,1219
ML,2000,446
ML,1999,773
ML,1998,180
ML,1997,160
ML,1996,159
ML,1995,692
ML,1994,692
ML,1993,471
ML,1992,471
ML,1991,471
ML,1990,471
ML,1989,471
ML,1988,471
ML,1987,424
ML,1986,377
ML,1985,400
ML,1984,175
ML,1983,200
ML,1982,250
ML,1981,350
ML,1980,462
ML,1979,550
ML,1978,400
ML,1977,400
ML,1976,400
ML,1975,400
ML,1974,300
ML,1973,533
ML,1972,425
ML,1971,300
ML,1970,150
ML,1969,21
ML,1968,50
ML,1967,300
ML,1966,400
ML,1965,500
ML,1964,600
ML,1963,600
ML,1962,600
ML,1961,700
MU,2016,41
MU,2015,53
MU,2014,5
MU,2013,1
MU,2012,245
MU,2011,345
MU,2010,282
MU,2009,345
MU,2008,347
MU,2007,316
MU,2006,298
MU,2005,296
MU,2004,357
MU,2003,426
MU,2002,485
MU,2001,556
MU,2000,563
MU,1999,668
MU,1998,701
MU,1997,722
MU,1996,878
MU,1995,1016
MU,1994,1024
MU,1993,1015
MU,1992,963
MU,1991,862
MU,1990,799
MU,1989,1035
MU,1988,967
MU,1987,903
MU,1986,948
MU,1985,835
MU,1984,941
MU,1983,796
MU,1982,624
MU,1981,1247
MU,1980,1152
MU,1979,705
MU,1978,731
MU,1977,588
MU,1976,700
MU,1975,805
MU,1974,775
MU,1973,607
MU,1972,606
MU,1971,550
MU,1970,405
MU,1969,450
MU,1968,726
MU,1967,619
MU,1966,492
MU,1965,484
MU,1964,324
MU,1963,483
MU,1962,396
MU,1961,504
MX,2016,15864
MX,2015,12999
MX,2014,15119
MX,2013,15145
MX,2012,15235
MX,2011,9648
MX,2010,6983
MX,2009,7822
MX,2008,11442
MX,2007,13008
MX,2006,19381
MX,2005,16122
MX,2004,21763
MX,2003,22437
MX,2002,21936
MX,2001,40560
MX,2000,45164
MX,1999,50567
MX,1998,48763
MX,1997,32204
MX,1996,42631
MX,1995,27401
MX,1994,59570
MX,1993,64285
MX,1992,21290
MX,1991,29189
MX,1990,33941
MX,1989,50938
MX,1988,62503
MX,1987,50496
MX,1986,63247
MX,1985,47826
MX,1984,41682
MX,1983,53297
MX,1982,71221
MX,1981,57987
MX,1980,93941
MX,1979,71904
MX,1978,69816
MX,1977,55026
MX,1976,67137
MX,1975,68153
MX,1974,72506
MX,1973,60991
MX,1972,61976
MX,1971,77526
MX,1970,68569
MX,1969,68842
MX,1968,48221
MX,1967,45255
MX,1966,56521
MX,1965,58173
MX,1964,67767
MX,1963,67581
MX,1962,67387
MX,1961,66922
ME,2016,134
ME,2015,156
ME,2014,180
ME,2013,198
ME,2012,226
ME,2011,258
ME,2010,270
ME,2009,272
ME,2008,324
ME,2007,358
ME,2006,431
MA,2016,1180
MA,2015,1252
MA,2014,1329
MA,2013,1412
MA,2012,1508
MA,2011,1755
MA,2010,2082
MA,2009,2e3
MA,2008,1890
MA,2007,1890
MA,2006,2e3
MA,2005,1888
MA,2004,2467
MA,2003,4035
MA,2002,6500
MA,2001,6475
MA,2000,5333
MA,1999,3500
MA,1998,11070
MA,1997,9105
MA,1996,6080
MA,1995,3962
MA,1994,3546
MA,1993,4238
MA,1992,3746
MA,1991,7e3
MA,1990,7288
MA,1989,6551
MA,1988,6e3
MA,1987,5e3
MA,1986,4e3
MA,1985,9300
MA,1984,9400
MA,1983,9500
MA,1982,9600
MA,1981,6350
MA,1980,7670
MA,1979,7117
MA,1978,5577
MA,1977,4840
MA,1976,5617
MA,1975,5330
MA,1974,4280
MA,1973,3515
MA,1972,3300
MA,1971,3100
MA,1970,3607
MA,1969,1333
MA,1968,1498
MA,1967,1797
MA,1966,1697
MA,1965,2316
MA,1964,2252
MA,1963,841
MA,1962,2110
MA,1961,1800
MZ,2016,92995
MZ,2015,81756
MZ,2014,97075
MZ,2013,76e3
MZ,2012,54450
MZ,2011,7e4
MZ,2010,66983
MZ,2009,63e3
MZ,2008,64342
MZ,2007,73e3
MZ,2006,59041
MZ,2005,65042
MZ,2004,49528
MZ,2003,37051
MZ,2002,25611
MZ,2001,11170
MZ,2000,9470
MZ,1999,3e3
MZ,1998,4786
MZ,1997,2900
MZ,1996,2900
MZ,1995,2900
MZ,1994,3376
MZ,1993,3238
MZ,1992,3169
MZ,1991,3e3
MZ,1990,3e3
MZ,1989,3e3
MZ,1988,3e3
MZ,1987,3e3
MZ,1986,3e3
MZ,1985,3e3
MZ,1984,3e3
MZ,1983,3e3
MZ,1982,3e3
MZ,1981,3e3
MZ,1980,3e3
MZ,1979,2984
MZ,1978,2500
MZ,1977,2700
MZ,1976,2700
MZ,1975,2702
MZ,1974,4504
MZ,1973,4854
MZ,1972,5275
MZ,1971,4500
MZ,1970,4200
MZ,1969,3900
MZ,1968,3500
MZ,1967,2e3
MZ,1966,2500
MZ,1965,2483
MZ,1964,2472
MZ,1963,2527
MZ,1962,2400
MZ,1961,2100
MM,2016,27352
MM,2015,28635
MM,2014,28600
MM,2013,27100
MM,2012,29300
MM,2011,28400
MM,2010,59600
MM,2009,68300
MM,2008,28200
MM,2007,20100
MM,2006,28e3
MM,2005,45500
MM,2004,45e3
MM,2003,37380
MM,2002,33400
MM,2001,47500
MM,2000,53700
MM,1999,50900
MM,1998,45900
MM,1997,50500
MM,1996,50500
MM,1995,43300
MM,1994,37e3
MM,1993,51e3
MM,1992,51600
MM,1991,55400
MM,1990,4e4
MM,1989,50303
MM,1988,48758
MM,1987,70100
MM,1986,74122
MM,1985,69384
MM,1984,64804
MM,1983,58048
MM,1982,51821
MM,1981,53257
MM,1980,53343
MM,1979,51480
MM,1978,58744
MM,1977,62299
MM,1976,46309
MM,1975,38614
MM,1974,33734
MM,1973,53139
MM,1972,54514
MM,1971,43541
MM,1970,41048
MM,1969,45718
MM,1968,52572
MM,1967,41329
MM,1966,33247
MM,1965,43745
MM,1964,45643
MM,1963,47207
MM,1962,38407
MM,1961,30514
NP,2016,618
NP,2015,2227
NP,2014,2329
NP,2013,2430
NP,2012,2557
NP,2011,1238
NP,2010,2491
NP,2009,2497
NP,2008,2614
NP,2007,2648
NP,2006,2718
NP,2005,3016
NP,2004,3310
NP,2003,3460
NP,2002,3763
NP,2001,3973
NP,2000,3809
NP,1999,3911
NP,1998,4560
NP,1997,4480
NP,1996,5510
NP,1995,5447
NP,1994,7e3
NP,1993,6020
NP,1992,6005
NP,1991,6980
NP,1990,6600
NP,1989,5380
NP,1988,4460
NP,1987,4890
NP,1986,4680
NP,1985,6430
NP,1984,6880
NP,1983,6640
NP,1982,4820
NP,1981,5490
NP,1980,5500
NP,1979,5490
NP,1978,6030
NP,1977,5132
NP,1976,4830
NP,1975,4791
NP,1974,3750
NP,1973,7041
NP,1972,6905
NP,1971,6905
NP,1970,6700
NP,1969,6600
NP,1968,6400
NP,1967,5300
NP,1966,8820
NP,1965,9330
NP,1964,5400
NP,1963,5300
NP,1962,5200
NP,1961,5100
NZ,1998,0
NZ,1997,0
NZ,1996,0
NZ,1995,200
NZ,1994,500
NZ,1993,850
NZ,1992,850
NZ,1991,900
NZ,1990,825
NZ,1989,900
NZ,1988,1455
NZ,1987,2027
NZ,1986,1200
NZ,1985,1950
NZ,1984,1750
NZ,1983,1700
NZ,1982,1530
NZ,1981,2290
NZ,1980,3250
NZ,1979,3750
NZ,1978,3559
NZ,1977,2719
NZ,1976,3349
NZ,1975,3004
NZ,1974,3238
NZ,1973,3045
NZ,1972,3327
NZ,1971,3888
NZ,1970,3248
NZ,1969,3449
NZ,1968,2791
NZ,1967,2502
NZ,1966,3122
NZ,1965,4482
NZ,1964,4255
NZ,1963,4059
NZ,1962,4231
NZ,1961,3074
NI,2016,5103
NI,2015,5694
NI,2014,5694
NI,2013,4745
NI,2012,4755
NI,2011,5239
NI,2010,2999
NI,2009,2952
NI,2008,2838
NI,2007,2836
NI,2006,3080
NI,2005,3029
NI,2004,2544
NI,2003,2268
NI,2002,1995
NI,2001,1833
NI,2000,1479
NI,1999,1e3
NI,1998,2149
NI,1997,4596
NI,1996,2914
NI,1995,1814
NI,1994,912
NI,1993,1318
NI,1992,1700
NI,1991,906
NI,1990,1255
NI,1989,1651
NI,1988,2130
NI,1987,2930
NI,1986,2654
NI,1985,3445
NI,1984,4714
NI,1983,2438
NI,1982,2893
NI,1981,3768
NI,1980,2811
NI,1979,3395
NI,1978,3087
NI,1977,3137
NI,1976,3036
NI,1975,3096
NI,1974,2415
NI,1973,2111
NI,1972,2042
NI,1971,2088
NI,1970,1845
NI,1969,1900
NI,1968,1500
NI,1967,1400
NI,1966,1e3
NI,1965,900
NI,1964,800
NI,1963,700
NI,1962,600
NI,1961,700
NE,2016,1800
NE,2015,1600
NE,2014,500
NE,2013,755
NE,2012,511
NE,2011,1958
NE,2010,2300
NE,2009,2300
NE,2008,2411
NE,2007,2276
NE,2006,1994
NE,2005,1e3
NE,2004,897
NE,2003,3900
NE,2002,3050
NE,2001,2950
NE,2000,3900
NE,1999,2430
NE,1998,4900
NE,1997,4130
NE,1996,3090
NE,1995,3110
NE,1994,2750
NE,1993,2940
NE,1992,2070
NE,1991,2900
NE,1990,970
NE,1989,950
NE,1988,930
NE,1987,920
NE,1986,900
NE,1985,800
NE,1984,850
NE,1983,820
NE,1982,800
NE,1981,800
NE,1980,750
NE,1979,732
NE,1978,235
NE,1977,200
NE,1976,400
NE,1975,800
NE,1974,400
NE,1973,207
NE,1972,250
NE,1971,280
NE,1970,260
NE,1969,300
NE,1968,185
NE,1967,241
NE,1966,289
NE,1965,337
NE,1964,291
NE,1963,294
NE,1962,330
NE,1961,359
NG,2016,4082
NG,2015,4659
NG,2014,5307
NG,2013,6041
NG,2012,6883
NG,2011,7860
NG,2010,9286
NG,2009,11775
NG,2008,12e3
NG,2007,9e3
NG,2006,14e3
NG,2005,15e3
NG,2004,15e3
NG,2003,16e3
NG,2002,17e3
NG,2001,17e3
NG,2000,22e3
NG,1999,21e3
NG,1998,17430
NG,1997,14467
NG,1996,11519
NG,1995,9200
NG,1994,9300
NG,1993,9200
NG,1992,9400
NG,1991,9e3
NG,1990,9e3
NG,1989,9890
NG,1988,1e4
NG,1987,8e3
NG,1986,9e3
NG,1985,10500
NG,1984,9500
NG,1983,2533
NG,1982,4112
NG,1981,10483
NG,1980,13e3
NG,1979,12340
NG,1978,12150
NG,1977,10245
NG,1976,13883
NG,1975,17595
NG,1974,11930
NG,1973,11530
NG,1972,13e3
NG,1971,17500
NG,1970,11177
NG,1969,10339
NG,1968,12477
NG,1967,11083
NG,1966,10909
NG,1965,15104
NG,1964,13059
NG,1963,7375
NG,1962,13608
NG,1961,13630
OM,2016,1144
OM,2015,1152
OM,2014,1161
OM,2013,1169
OM,2012,1177
OM,2011,1186
OM,2010,1194
OM,2009,1203
OM,2008,1211
OM,2007,1219
OM,2006,1228
OM,2005,1217
OM,2004,1259
OM,2003,1270
OM,2002,1270
OM,2001,1270
OM,2000,1300
OM,1999,1300
OM,1998,1300
OM,1997,1250
OM,1996,1300
OM,1995,1280
OM,1994,1250
OM,1993,1300
OM,1992,1500
OM,1991,1600
OM,1990,2e3
OM,1989,650
OM,1988,2100
OM,1987,2100
OM,1986,1950
OM,1985,1800
OM,1984,1924
OM,1983,1e3
OM,1982,1e3
OM,1981,500
OM,1980,500
OM,1979,400
OM,1978,400
OM,1977,400
OM,1976,400
OM,1975,400
OM,1974,400
OM,1973,350
OM,1972,350
OM,1971,300
OM,1970,300
OM,1969,300
OM,1968,250
OM,1967,250
OM,1966,200
PK,2016,116157
PK,2015,120022
PK,2014,129878
PK,2013,108307
PK,2012,97878
PK,2011,102834
PK,2010,119323
PK,2009,108100
PK,2008,107765
PK,2007,103240
PK,2006,112592
PK,2005,100500
PK,2004,86200
PK,2003,88200
PK,2002,94500
PK,2001,85100
PK,2000,107700
PK,1999,108800
PK,1998,98600
PK,1997,91637
PK,1996,79900
PK,1995,80917
PK,1994,100237
PK,1993,101600
PK,1992,97400
PK,1991,75e3
PK,1990,68096
PK,1989,73947
PK,1988,69528
PK,1987,69249
PK,1986,78236
PK,1985,87171
PK,1984,79600
PK,1983,64657
PK,1982,69202
PK,1981,67200
PK,1980,77800
PK,1979,68072
PK,1978,74378
PK,1977,72578
PK,1976,58046
PK,1975,76690
PK,1974,65724
PK,1973,62832
PK,1972,86930
PK,1971,112800
PK,1970,115800
PK,1969,125e3
PK,1968,13e4
PK,1967,140200
PK,1966,11e4
PK,1965,82300
PK,1964,75200
PK,1963,71100
PK,1962,70200
PK,1961,6e4
PA,2016,2714
PA,2015,2730
PA,2014,2820
PA,2013,2704
PA,2012,2689
PA,2011,2672
PA,2010,2655
PA,2009,2650
PA,2008,2617
PA,2007,2800
PA,2006,2600
PA,2005,2400
PA,2004,2300
PA,2003,2200
PA,2002,2150
PA,2001,2130
PA,2000,1800
PA,1999,1750
PA,1998,2188
PA,1997,2188
PA,1996,2188
PA,1995,1168
PA,1994,2188
PA,1993,2275
PA,1992,2481
PA,1991,2536
PA,1990,1962
PA,1989,1819
PA,1988,1483
PA,1987,1197
PA,1986,1452
PA,1985,1379
PA,1984,1325
PA,1983,1144
PA,1982,1415
PA,1981,1642
PA,1980,1854
PA,1979,1417
PA,1978,1531
PA,1977,1410
PA,1976,1302
PA,1975,1127
PA,1974,812
PA,1973,674
PA,1972,506
PA,1971,856
PA,1970,705
PA,1969,806
PA,1968,839
PA,1967,908
PA,1966,886
PA,1965,767
PA,1964,774
PA,1963,1179
PA,1962,668
PA,1961,545
PY,2016,5971
PY,2015,5883
PY,2014,5616
PY,2013,5375
PY,2012,4830
PY,2011,6441
PY,2010,6340
PY,2009,5688
PY,2008,3761
PY,2007,15e3
PY,2006,15e3
PY,2005,15600
PY,2004,16535
PY,2003,13e3
PY,2002,9776
PY,2001,12508
PY,2000,4486
PY,1999,6581
PY,1998,8028
PY,1997,8168
PY,1996,7282
PY,1995,6943
PY,1994,8519
PY,1993,8469
PY,1992,8300
PY,1991,8209
PY,1990,7779
PY,1989,3585
PY,1988,6761
PY,1987,14517
PY,1986,17520
PY,1985,24867
PY,1984,22129
PY,1983,18552
PY,1982,14500
PY,1981,11851
PY,1980,20500
PY,1979,25900
PY,1978,26918
PY,1977,41424
PY,1976,38578
PY,1975,28305
PY,1974,32411
PY,1973,26700
PY,1972,23514
PY,1971,17900
PY,1970,18e3
PY,1969,24e3
PY,1968,22e3
PY,1967,13500
PY,1966,8750
PY,1965,18e3
PY,1964,12e3
PY,1963,25e3
PY,1962,16e3
PY,1961,8500
PE,2016,720
PE,2015,690
PE,2014,1300
PE,2013,1771
PE,2012,1312
PE,2011,1708
PE,2010,1404
PE,2009,1385
PE,2008,762
PE,2007,1285
PE,2006,1431
PE,2005,2230
PE,2004,1770
PE,2003,2466
PE,2002,9832
PE,2001,11436
PE,2000,12249
PE,1999,15561
PE,1998,12307
PE,1997,14294
PE,1996,1e4
PE,1995,6e3
PE,1994,5500
PE,1993,3100
PE,1992,3100
PE,1991,3100
PE,1990,3100
PE,1989,3100
PE,1988,3100
PE,1987,3100
PE,1986,3100
PE,1985,3100
PE,1984,4009
PE,1983,2430
PE,1982,2359
PE,1981,2912
PE,1980,2920
PE,1979,1776
PE,1978,2403
PE,1977,2794
PE,1976,5527
PE,1975,5060
PE,1974,5557
PE,1973,3736
PE,1972,4016
PE,1971,2389
PE,1970,2304
PE,1969,2537
PE,1968,5100
PE,1967,4800
PE,1966,6900
PE,1965,3269
PE,1964,2862
PE,1963,2860
PE,1962,2860
PE,1961,2450
PH,2016,56457
PH,2015,56193
PH,2014,61418
PH,2013,53753
PH,2012,48075
PH,2011,44944
PH,2010,40530
PH,2009,36383
PH,2008,32466
PH,2007,34289
PH,2006,38368
PH,2005,45093
PH,2004,48308
PH,2003,52903
PH,2002,50174
PH,2001,48173
PH,2000,49529
PH,1999,51692
PH,1998,62190
PH,1997,65396
PH,1996,64964
PH,1995,63705
PH,1994,56900
PH,1993,104786
PH,1992,117899
PH,1991,85182
PH,1990,81723
PH,1989,79860
PH,1988,76353
PH,1987,82779
PH,1986,74159
PH,1985,74329
PH,1984,98056
PH,1983,86327
PH,1982,86146
PH,1981,77267
PH,1980,41985
PH,1979,51130
PH,1978,56737
PH,1977,50420
PH,1976,58840
PH,1975,57137
PH,1974,63375
PH,1973,64774
PH,1972,56300
PH,1971,55814
PH,1970,61206
PH,1969,56853
PH,1968,64853
PH,1967,51153
PH,1966,58122
PH,1965,45720
PH,1964,65041
PH,1963,67700
PH,1962,69700
PH,1961,6e4
PL,2016,31201
PL,2015,27251
PL,2014,34893
PL,2013,30781
PL,2012,35338
PL,2011,34428
PL,2010,34782
PL,2009,39293
PL,2008,41153
PL,2007,39482
PL,2006,29503
PL,2005,33483
PL,2004,29065
PL,2003,21976
PL,2002,20728
PL,2001,23896
PL,2000,29545
PL,1999,43686
PL,1998,37673
PL,1997,32369
PL,1996,38241
PL,1995,39750
PL,1994,43076
PL,1993,36091
PL,1992,44949
PL,1991,57425
PL,1990,59e3
PL,1989,56060
PL,1988,90409
PL,1987,113948
PL,1986,125213
PL,1985,111490
PL,1984,98253
PL,1983,99772
PL,1982,95912
PL,1981,95525
PL,1980,56259
PL,1979,74153
PL,1978,58949
PL,1977,87455
PL,1976,124880
PL,1975,102306
PL,1974,65e3
PL,1973,78064
PL,1972,74989
PL,1971,7e4
PL,1970,85e3
PL,1969,91e3
PL,1968,83e3
PL,1967,78e3
PL,1966,48e3
PL,1965,52e3
PL,1964,95e3
PL,1963,73e3
PL,1962,37e3
PL,1961,46e3
PT,2016,285
PT,2015,276
PT,2014,228
PT,2013,188
PT,2012,122
PT,2011,65
PT,2010,936
PT,2009,2109
PT,2008,1358
PT,2007,1311
PT,2006,2298
PT,2005,4749
PT,2004,5357
PT,2003,5735
PT,2002,5602
PT,2001,5764
PT,2000,6135
PT,1999,5785
PT,1998,6879
PT,1997,5845
PT,1996,6206
PT,1995,4945
PT,1994,4699
PT,1993,2533
PT,1992,4335
PT,1991,5457
PT,1990,4911
PT,1989,4849
PT,1988,3852
PT,1987,3792
PT,1986,4277
PT,1985,3885
PT,1984,3451
PT,1983,2565
PT,1982,1759
PT,1981,6076
PT,1980,6906
PT,1979,8519
PT,1978,12511
PT,1977,12800
PT,1976,10900
PT,1975,8371
PT,1974,7700
PT,1973,7100
PT,1972,9200
PT,1971,9300
PT,1970,9516
PT,1969,11920
PT,1968,23243
PT,1967,22153
PT,1966,14140
PT,1965,18500
PT,1964,15e3
PT,1963,11200
PT,1962,1e4
PT,1961,1e4
KR,2016,28569
KR,2015,29418
KR,2014,30267
KR,2013,30354
KR,2012,33483
KR,2011,34071
KR,2010,33956
KR,2009,34e3
KR,2008,33e3
KR,2007,32e3
KR,2006,34e3
KR,2005,35e3
KR,2004,36380
KR,2003,35666
KR,2002,47549
KR,2001,55587
KR,2000,68198
KR,1999,65443
KR,1998,55535
KR,1997,54388
KR,1996,61108
KR,1995,83862
KR,1994,98598
KR,1993,106493
KR,1992,79567
KR,1991,69696
KR,1990,70073
KR,1989,78422
KR,1988,72998
KR,1987,78039
KR,1986,82982
KR,1985,75679
KR,1984,94172
KR,1983,100677
KR,1982,115173
KR,1981,86997
KR,1980,92506
KR,1979,110626
KR,1978,134349
KR,1977,144533
KR,1976,111619
KR,1975,104233
KR,1974,95098
KR,1973,111596
KR,1972,115934
KR,1971,63364
KR,1970,56309
KR,1969,59195
KR,1968,69696
KR,1967,66e3
KR,1966,71936
KR,1965,56053
KR,1964,49299
KR,1963,29008
KR,1962,35025
KR,1961,31530
MD,2016,850
MD,2015,1247
MD,2014,1396
MD,2013,2201
MD,2012,2854
MD,2011,5415
MD,2010,7610
MD,2009,4416
MD,2008,3864
MD,2007,3632
MD,2006,4850
MD,2005,6690
MD,2004,7900
MD,2003,6692
MD,2002,11806
MD,2001,16058
MD,2000,25306
MD,1999,22407
MD,1998,24414
MD,1997,23753
MD,1996,19500
MD,1995,27e3
MD,1994,41486
MD,1993,50220
MD,1992,42382
RO,2016,1656
RO,2015,1079
RO,2014,1405
RO,2013,1357
RO,2012,1341
RO,2011,2562
RO,2010,2971
RO,2009,1566
RO,2008,2366
RO,2007,1128
RO,2006,1686
RO,2005,3682
RO,2004,7471
RO,2003,7862
RO,2002,15979
RO,2001,10088
RO,2000,10869
RO,1999,14754
RO,1998,17536
RO,1997,18119
RO,1996,12092
RO,1995,13358
