"entry","ego_number","countrycode","year","continent","who_region","who_pac_sea","population","labor","democracy","GL_total","tobac_prod","GDP","womens_rights","number_ngos","perc_female_smoke","perc_male_smoke","diag_inb_fctc","time","who_reg2","GL_any","toa_year_fctc","toa_month_fctc","toa_year_corrupt","toa_month_corrupt","toa_year_pollute","toa_month_pollute","toa_year_picc","toa_month_picc","meanall","meanallart","meanallart50","year_ratification","year_signature","pol_shift_left","pol_shift_right","pol_shift","signature","ratification","no_report","sum_art05","sum_art06","sum_art08","sum_art11","sum_art13","bloomberg_count","bloomberg_amount","bloomberg_fctc_count","bloomberg_fctc_amount","govtown","country_name","Europe","Asia","America","Africa","Pacific","European","Eastern Mediterranean","Americas","African","Western Pacific","South-East Asia","Years since Ratif.","Years since Sign.","tobac_prod_pp","bloomberg_amount_pp","bloomberg_fctc_amount_pp","logPopulation","subscribed"
"BS",12,"BHS",2012,"America","Americas",0,0.00267803137967269,5.41791408451122,3.25846906785399,0,0,1.43571077826374,1,0,0.801313042925731,2.60773555246393,1,11,"Americas",0,8,119,7,97,4,70,10,<NA>,<NA>,<NA>,<NA>,2009,2004,0,0,0,20040629,20091103,0,1,1,4,0,0,0,0,0,0,0,"Bahamas",0,0,1,0,0,0,0,1,0,0,0,1,6,0,0,0,5.91946447968587,0
"BT",20,"BTN",2010,"Asia","South-East Asia",1,0.00522661065641357,4.76204252330658,1.73785006593818,0,0.000608640713113649,0.123377108227765,1,0,0.801313042925731,2.60773555246393,27,9,"South-east Asia",0,3,56,10,<NA>,10,<NA>,10,<NA>,<NA>,<NA>,<NA>,2004,2003,<NA>,<NA>,0,20031209,20040823,0,4,3,2,3,7,0,0,0,0,0,"Bhutan",0,1,0,0,0,0,0,0,0,0,1,6,7,0.144206281933109,0,0,6.22806159170466,0
"BT",20,"BTN",2012,"Asia","South-East Asia",1,0.00534095761407558,4.65009446552212,1.73785006593818,0,0.000806130706252817,0.13517231596431,1,0,0.801313042925731,2.60773555246393,27,11,"South-east Asia",0,3,56,10,<NA>,10,<NA>,10,<NA>,<NA>,<NA>,<NA>,2004,2003,<NA>,<NA>,0,20031209,20040823,0,4,3,5,3,6,0,0,0,0,0,"Bhutan",0,1,0,0,0,0,0,0,0,0,1,6,7,0.186908762526892,0,0,6.23804938033795,0
"BW",23,"BWA",2010,"Africa","African",0,0.014449569005477,5.19428387774784,2.68823698097954,1,0,0.42246963273859,1,0,0.801313042925731,2.60773555246393,27,9,"African",1,4,61,10,<NA>,1,34,7,107,<NA>,<NA>,<NA>,2005,2003,0,0,0,20030616,20050131,1,0,0,0,0,0,0,0,0,0,0,"Botswana",0,0,0,1,0,0,0,0,1,0,0,5,7,0,0,0,6.69736290106054,0
"BW",23,"BWA",2012,"Africa","African",0,0.0144277176632969,5.23282524055622,2.68823698097954,2,0,0.459870711728999,1,0,0.801313042925731,2.60773555246393,27,11,"African",1,4,61,10,<NA>,1,34,7,107,<NA>,<NA>,<NA>,2005,2003,0,0,0,20030616,20050131,0,7,3,4,8,12,0,0,0,0,0,"Botswana",0,0,0,1,0,0,0,0,1,0,0,5,7,0,0,0,6.69666446821156,0
"BY",16,"BLR",2010,"Europe","European",0,0.0683259430935956,5.49024987894819,0.380154711634973,2,0,0.310645935799813,1,0,0.916006925668631,4.06138973145293,29,9,"European",1,4,69,4,62,3,50,10,<NA>,<NA>,<NA>,<NA>,2005,2004,<NA>,<NA>,0,20040617,20050908,0,6,4,1,7,5,0,0,0,0,1,"Belarus",1,0,0,0,0,1,0,0,0,0,0,5,6,0,0,0,7.41436269543123,0
"BY",16,"BLR",2012,"Europe","European",0,0.0681387487289556,5.46714627876869,0.380154711634973,2,0,0.334460244387364,1,0,0.916006925668631,4.06138973145293,29,11,"European",1,4,69,4,62,3,50,10,<NA>,<NA>,<NA>,<NA>,2005,2004,<NA>,<NA>,0,20040617,20050908,0,6,4,5,7,7,0,0,0,0,1,"Belarus",1,0,0,0,0,1,0,0,0,0,0,5,6,0,0,0,7.41309657334532,0
"BZ",18,"BLZ",2010,"America","Americas",0,0.00248176528813092,4.2016805716737,3.06426844316617,0,0,0.281593795661792,1,0,0.296354446865627,1.92964570867432,0,9,"Americas",0,4,72,10,<NA>,9,121,4,69,<NA>,<NA>,<NA>,2005,2003,0,0,0,20030926,20051215,1,0,0,0,0,0,0,0,0,0,0,"Belize",0,0,1,0,0,0,0,1,0,0,0,5,7,0,0,0,5.88433876963364,0
"BZ",18,"BLZ",2012,"America","Americas",0,0.00233316176173979,4.22536026742875,3.06426844316617,0,0,0.284269309916796,1,0,0.296354446865627,1.92964570867432,0,11,"Americas",0,4,72,10,<NA>,9,121,4,69,<NA>,<NA>,<NA>,2005,2003,0,0,0,20030926,20051215,1,0,0,0,0,0,0,0,0,0,0,"Belize",0,0,1,0,0,0,0,1,0,0,0,5,7,0,0,0,5.85584301292685,0
"CA",31,"CAN",2010,"America","Americas",0,0.245701106534009,5.27873610207917,3.25846906785399,625,0.161711246580079,2.50395045549272,1,12,1.7538118611937,1.97856950486395,1455,9,"Americas",1,3,59,6,94,10,<NA>,3,54,<NA>,<NA>,<NA>,2004,2003,1,0,1,20030715,20041126,0,6,6,2,9,11,0,0,0,0,0,"Canada",0,0,1,0,0,0,0,1,0,0,0,6,7,0.81503534343593,0,0,8.00500405871864,45
"CA",31,"CAN",2012,"America","Americas",0,0.250223513589997,5.28303501173482,3.25846906785399,670,0.139058777929084,2.55485342330233,1,12,1.7538118611937,1.97856950486395,1455,11,"Americas",1,3,59,6,94,10,<NA>,3,54,<NA>,<NA>,<NA>,2004,2003,1,0,1,20030715,20041126,0,6,6,7,10,11,0,0,0,0,0,"Canada",0,0,1,0,0,0,0,1,0,0,0,6,7,0.688198338472187,0,0,8.01342128223982,45
"CD",47,"ZAR",2012,"Africa","African",0,0.473062428374859,5.58985404894623,1.49346504122505,2,0.0147120184153083,0.0187410725111439,1,7,0.187551503744677,0.868840608241471,12,11,"African",1,4,70,9,129,4,63,6,91,<NA>,<NA>,<NA>,2005,2004,<NA>,<NA>,<NA>,20040628,20051028,1,0,0,0,0,0,0,0,0,0,0,"Congo, the Democratic Republic of the",0,0,0,1,0,0,0,0,1,0,0,5,6,0.0385120939545598,0,0,8.30733884638271,45
"CD",47,"ZAR",2010,"Africa","African",0,0.474939426269104,5.58864222412769,1.49346504122505,1,0.0149498218325476,0.0173003017546044,1,7,0.187551503744677,0.868840608241471,12,9,"African",1,4,70,9,129,4,63,6,91,<NA>,<NA>,<NA>,2005,2004,<NA>,<NA>,<NA>,20040628,20051028,1,0,0,0,0,0,0,0,0,0,0,"Congo, the Democratic Republic of the",0,0,0,1,0,0,0,0,1,0,0,5,6,0.0389799361183872,0,0,8.30916634899499,45
"CF",33,"CAF",2010,"Africa","African",0,0.0316866132958917,5.27662827569003,1.27623366645084,1,0.00261995665210259,0.0299190824170197,1,0,0.801313042925731,2.60773555246393,6,9,"African",1,4,71,5,82,7,98,5,82,<NA>,<NA>,<NA>,2005,2003,<NA>,<NA>,<NA>,20031229,20051107,0,0,0,0,0,0,0,0,0,0,0,"Central African Republic",0,0,0,1,0,0,0,0,1,0,0,5,7,0.102390959210316,0,0,7.05974736333637,0
"CF",33,"CAF",2012,"Africa","African",0,0.0325805239853137,5.28678498023118,1.27623366645084,1,0.00282149539110776,0.0309272834285221,1,0,0.801313042925731,2.60773555246393,6,11,"African",1,4,71,5,82,7,98,5,82,<NA>,<NA>,<NA>,2005,2003,<NA>,<NA>,<NA>,20031229,20051107,0,2,0,0,0,0,0,0,0,0,0,"Central African Republic",0,0,0,1,0,0,0,0,1,0,0,5,7,0.107241927204123,0,0,7.07258650603547,0
"CG",39,"COG",2012,"Africa","African",0,0.0312258271675471,5.45233044341059,0.896078993659846,9,0.00181380046042503,0.13346119768894,1,2,0.104393567907123,0.789992940924265,51,11,"African",1,6,86,5,79,6,86,10,<NA>,<NA>,<NA>,<NA>,2007,2004,0,0,0,20040323,20070206,0,3,1,3,0,4,0,0,0,0,0,"Congo",0,0,0,1,0,0,0,0,1,0,0,3,6,0.0719314617100567,0,0,7.05298694656363,4
"CG",39,"COG",2010,"Africa","African",0,0.0291079965234093,5.44267650418101,0.896078993659846,9,0.00169288725673472,0.13113603983663,1,2,0.104393567907123,0.789992940924265,51,9,"African",1,6,86,5,79,6,86,10,<NA>,<NA>,<NA>,<NA>,2007,2004,0,0,0,20040323,20070206,0,0,0,0,0,0,0,0,0,0,0,"Congo",0,0,0,1,0,0,0,0,1,0,0,3,6,0.0720209840292467,0,0,7.02057450962268,4
"CI",45,"CIV",2012,"Africa","African",0,0.142841899841008,4.2149462814357,1.35769539314719,4,0.0443375711252763,0.0698193424465424,1,1,0.37618390288155,1.43593529206235,76,11,"African",1,9,128,10,<NA>,3,49,10,<NA>,<NA>,<NA>,<NA>,2010,2003,<NA>,<NA>,1,20030724,20100813,0,4,2,3,0,1,0,0,0,0,0,"Cote d'Ivoire !Côte d'Ivoire",0,0,0,1,0,0,0,0,1,0,0,0,7,0.384378962116249,0,0,7.754696250344,0
"CI",45,"CIV",2010,"Africa","African",0,0.142107881938121,4.19122054883914,0.950386837353399,4,0.0395370240726263,0.06898141751415,1,1,0.37618390288155,1.43593529206235,76,9,"African",1,9,128,10,<NA>,3,49,10,<NA>,<NA>,<NA>,<NA>,2010,2003,<NA>,<NA>,0,20030724,20100813,0,0,0,0,0,0,0,0,0,0,0,"Cote d'Ivoire !Côte d'Ivoire",0,0,0,1,0,0,0,0,1,0,0,0,7,0.34453166270184,0,0,7.75231863209759,0
"CL",35,"CHL",2012,"America","Americas",0,0.125742875395599,4.54206989747152,3.25846906785399,27,0.0304478280466637,0.647533823513366,1,2,3.46899821376612,3.11832525989819,54,11,"Americas",1,4,66,5,81,4,61,10,<NA>,<NA>,<NA>,<NA>,2005,2003,1,0,1,20030925,20050613,0,4,4,6,8,4,0,0,0,0,0,"Chile",0,0,1,0,0,0,0,1,0,0,0,5,7,0.299858428390922,0,0,7.69585518163822,57
"CL",35,"CHL",2010,"America","Americas",0,0.123214844300269,4.43472879496854,3.25846906785399,26,0.0320419688587934,0.591196915643457,1,2,3.46899821376612,3.11832525989819,54,9,"Americas",1,4,66,5,81,4,61,10,<NA>,<NA>,<NA>,<NA>,2005,2003,0,0,0,20030925,20050613,1,0,0,0,0,0,1,0.337013215418349,0,0,0,"Chile",0,0,1,0,0,0,0,1,0,0,0,5,7,0.322032342272851,0.00688567202090668,0,7.68648226871334,57
"CM",30,"CMR",2012,"Africa","African",0,0.156232639921815,5.11593472253132,0.760309423269944,3,0.0193473148846696,0.0659920824576453,1,3,0.167560439538959,1.14539389261316,33,11,"African",1,5,74,5,74,8,113,10,<NA>,<NA>,<NA>,<NA>,2006,2004,<NA>,<NA>,0,20040513,20060203,1,0,0,0,0,0,1,0.109340998082863,1,0.216052617588302,0,"Cameroon",0,0,0,1,0,0,0,0,1,0,0,4,6,0.153352993572885,0.00176186933311775,0.00176165594545952,7.79605033769617,2
"CM",30,"CMR",2010,"Africa","African",0,0.141107752846333,5.11859627234207,0.760309423269944,3,0.0322455087442421,0.0637469032565236,1,3,0.167560439538959,1.14539389261316,33,9,"African",1,5,74,5,74,8,113,10,<NA>,<NA>,<NA>,<NA>,2006,2004,<NA>,<NA>,0,20040513,20060203,1,0,0,0,0,0,0,0,0,0,0,"Cameroon",0,0,0,1,0,0,0,0,1,0,0,4,6,0.282983873519305,0,0,7.74905918841726,2
"CN",36,"CHN",2012,"Asia","Western Pacific",1,9.7247112441311,4.89195889586461,0.380154711634973,45,12.905662160342,0.229649181790699,1,1,0.23448204627673,4.25995143526234,1737,11,"Western Pac",1,4,70,5,73,3,56,10,<NA>,<NA>,<NA>,<NA>,2005,2003,0,0,0,20031110,20051011,0,6,5,2,7,11,16,11.1017223601777,2,3.66128549634352,1,"China",0,1,0,0,0,0,0,0,0,1,0,5,7,1.64341371436341,0.00287392930627714,0.000479612190591437,9.70254843583056,6
"CN",36,"CHN",2010,"Asia","Western Pacific",1,9.63205003363431,5.00136293695856,0.380154711634973,37,12.1159615089328,0.197068769228449,1,1,0.23448204627673,4.25995143526234,1737,9,"Western Pac",1,4,70,5,73,3,56,10,<NA>,<NA>,<NA>,<NA>,2005,2003,0,0,0,20031110,20051011,0,6,5,2,7,11,14,9.60482095086749,9,15.6147206605361,1,"China",0,1,0,0,0,0,0,0,0,1,0,5,7,1.55769521034394,0.0025103424911339,0.00206513678330593,9.69812997068735,6
"CO",37,"COL",2010,"America","Americas",0,0.333312821042472,4.7618456254831,2.3352362688793,14,0.0778527692915373,0.270388964374076,1,0,0.801313042925731,2.60773555246393,44,9,"Americas",1,7,100,5,82,7,106,8,112,<NA>,<NA>,<NA>,2008,2008,<NA>,<NA>,0,<NA>,20080410,1,0,0,0,0,0,1,0.869722975742221,0,0,0,"Colombia",0,0,1,0,0,0,0,1,0,0,0,2,2,0.289244677116382,0.00656888044235621,0,8.14574608396805,10
"CO",37,"COL",2012,"America","Americas",0,0.343461534722296,4.78195329415283,2.3352362688793,14,0.0855755511401164,0.29195764194577,1,0,0.801313042925731,2.60773555246393,44,11,"Americas",1,7,100,5,82,7,106,8,112,<NA>,<NA>,<NA>,2008,2008,<NA>,<NA>,0,<NA>,20080410,0,2,3,4,10,11,2,0.702194398288062,0,0,0,"Colombia",0,0,1,0,0,0,0,1,0,0,0,2,2,0.30854245308151,0.0051468520951144,0,8.15958820056651,10
"CR",40,"CRI",2010,"America","Americas",0,0.0335429766113269,4.0634752022956,3.25846906785399,4,0.000318428605025677,0.367865699658665,1,1,0.809941987047296,1.99758211504184,82,9,"Americas",1,7,104,6,87,6,86,10,<NA>,<NA>,<NA>,<NA>,2008,2003,0,0,0,20030703,20080821,1,0,0,0,0,0,1,0.68067773267774,0,0,0,"Costa Rica",0,0,1,0,0,0,0,1,0,0,0,2,7,0.0117558437289787,0.0510860563304866,0,7.08602210516838,0
"CR",40,"CRI",2012,"America","Americas",0,0.0345970824781812,4.08332744479803,3.25846906785399,7,0.000149129758549432,0.392787956013747,1,1,0.809941987047296,1.99758211504184,82,11,"Americas",1,7,104,6,87,6,86,10,<NA>,<NA>,<NA>,<NA>,2008,2003,0,0,0,20030703,20080821,0,4,7,4,8,17,0,0,0,0,0,"Costa Rica",0,0,1,0,0,0,0,1,0,0,0,2,7,0.00533787214562379,0,0,7.10030180941359,0
"CV",32,"CPV",2010,"Africa","African",0,0.00357108529488729,4.30709679678546,3.25846906785399,0,0,0.181867221162438,1,0,0.352462320923139,1.12378178507272,4,9,"African",0,4,70,7,100,5,75,10,<NA>,<NA>,<NA>,<NA>,2005,2004,0,0,0,20040217,20051004,1,0,0,0,0,0,0,0,0,0,0,"Cabo Verde",0,0,0,1,0,0,0,0,1,0,0,5,6,0,0,0,6.0522788004694,0
"CV",32,"CPV",2012,"Africa","African",0,0.00355958004124518,4.30048299416394,3.25846906785399,0,0,0.188789895545521,1,0,0.352462320923139,1.12378178507272,4,11,"African",0,4,70,7,100,5,75,10,<NA>,<NA>,<NA>,<NA>,2005,2004,1,0,1,20040217,20051004,1,0,0,0,0,0,0,0,0,0,0,"Cabo Verde",0,0,0,1,0,0,0,0,1,0,0,5,6,0,0,0,6.05078954446191,0
"CY",43,"CYP",2012,"Europe","European",0,0.00812851209662918,4.83107641449104,3.25846906785399,4,0.000274092036327108,1.4958466458527,1,0,0.801313042925731,2.60773555246393,18,11,"European",1,4,70,8,110,4,63,4,68,<NA>,<NA>,<NA>,2005,2004,0,1,1,20040524,20051026,0,2,3,2,7,8,0,0,0,0,0,"Cyprus",1,0,0,0,0,1,0,0,0,0,0,5,6,0.0417569423973165,0,0,6.43186739489984,1
"CY",43,"CYP",2010,"Europe","European",0,0.00794601919045496,4.87880481370062,3.25846906785399,4,0.000282139426030861,1.59001609261057,1,0,0.801313042925731,2.60773555246393,18,9,"European",1,4,70,8,110,4,63,4,68,<NA>,<NA>,<NA>,2005,2004,0,1,1,20040524,20051026,0,2,3,2,7,8,0,0,0,0,0,"Cyprus",1,0,0,0,0,1,0,0,0,0,0,5,6,0.0439701045575102,0,0,6.42138816980568,1
"CZ",44,"CZE",2012,"Europe","European",0,0.0756753738439429,4.88693859326321,3.09554561446129,32,0,1.01319744897524,1,3,3.22576120850713,3.5664133402806,59,11,"European",1,10,<NA>,10,<NA>,1,32,10,<NA>,<NA>,<NA>,<NA>,2012,2003,0,0,0,20030616,20120601,1,0,0,0,0,0,0,0,0,0,0,"Czech Republic",1,0,0,0,0,1,0,0,0,0,0,0,7,0,0,0,7.46151116374026,21
"CZ",44,"CZE",2010,"Europe","European",0,0.0757402222917242,4.84857425151018,3.09554561446129,31,0,1.00526104277257,1,3,3.22576120850713,3.5664133402806,59,9,"European",1,10,<NA>,10,<NA>,1,32,10,<NA>,<NA>,<NA>,<NA>,2012,2003,0,0,0,20030616,20120601,1,0,0,0,0,0,0,0,0,0,0,"Czech Republic",1,0,0,0,0,1,0,0,0,0,0,0,7,0,0,0,7.4619064683161,21
"DE",65,"DEU",2012,"Europe","European",0,0.57904849373589,5.14400033126115,3.25846906785399,82,0.020153445127551,2.69666000580486,1,6,2.58451197782141,2.78028721907281,383,11,"European",1,3,60,10,<NA>,1,28,3,57,<NA>,<NA>,<NA>,2004,2003,1,0,1,20031024,20041216,0,5,5,5,7,9,0,0,0,0,0,"Germany",1,0,0,0,0,1,0,0,0,0,0,6,7,0.0431000417069176,0,0,8.40063540722445,19
"DE",65,"DEU",2010,"Europe","European",0,0.588776171290722,5.1070485516364,3.25846906785399,79,0.0246678276209364,2.55059257779032,1,6,2.58451197782141,2.78028721907281,383,9,"European",1,3,60,10,<NA>,1,28,3,57,<NA>,<NA>,<NA>,2004,2003,1,0,1,20031024,20041216,0,4,5,2,6,9,0,0,0,0,0,"Germany",1,0,0,0,0,1,0,0,0,0,0,6,7,0.0518828720706332,0,0,8.40832395660914,19
"DJ",49,"DJI",2010,"Africa","Eastern Mediterranean",0,0.00639856257559198,3.90419527735318,1.38484935383794,0,0,0.0745607534662867,1,0,0.801313042925731,2.60773555246393,8,9,"Eastern Med",0,4,67,4,64,3,51,10,<NA>,<NA>,<NA>,<NA>,2005,2004,<NA>,<NA>,0,20040513,20050731,1,0,0,0,0,0,0,0,0,0,0,"Djibouti",0,0,0,1,0,0,1,0,0,0,0,5,6,0,0,0,6.32142806671681,0
"DJ",49,"DJI",2012,"Africa","Eastern Mediterranean",0,0.0061893080750575,3.91218064535789,1.38484935383794,0,0,0.0785242373726381,1,0,0.801313042925731,2.60773555246393,8,11,"Eastern Med",0,4,67,4,64,3,51,10,<NA>,<NA>,<NA>,<NA>,2005,2004,<NA>,<NA>,0,20040513,20050731,0,4,3,4,11,10,0,0,0,0,0,"Djibouti",0,0,0,1,0,0,1,0,0,0,0,5,6,0,0,0,6.30608311997393,0
"DK",48,"DNK",2012,"Europe","European",0,0.0402581064568749,5.30894679198555,3.25846906785399,50,0,3.27174510247469,1,0,2.87929983820422,2.49510678742153,324,11,"European",1,3,60,5,84,2,48,4,66,<NA>,<NA>,<NA>,2004,2003,0,1,1,20030616,20041216,0,3,4,4,8,8,0,0,0,0,0,"Denmark",1,0,0,0,0,1,0,0,0,0,0,6,7,0,0,0,7.1702386393713,6
"DK",48,"DNK",2010,"Europe","European",0,0.0399421151695793,5.28804877655991,3.25846906785399,50,0,3.28156970302177,1,0,2.87929983820422,2.49510678742153,324,9,"European",1,3,60,5,84,2,48,4,66,<NA>,<NA>,<NA>,2004,2003,0,0,0,20030616,20041216,0,5,4,2,7,7,0,0,0,0,0,"Denmark",1,0,0,0,0,1,0,0,0,0,0,6,7,0,0,0,7.16660196322826,6
"DM",50,"DMA",2010,"America","Americas",0,0.000487835714035064,4.91091143407436,3.25846906785399,0,0,0.426787777787861,1,0,0.368065315212435,0.882450310457213,3,9,"Americas",0,5,79,9,125,2,44,10,<NA>,<NA>,<NA>,<NA>,2006,2004,<NA>,<NA>,<NA>,20040629,20060724,1,0,0,0,0,0,0,0,0,0,0,"Dominica",0,0,1,0,0,0,0,1,0,0,0,4,6,0,0,0,5.13359319873013,0
"DM",50,"DMA",2012,"America","Americas",0,0.000516109262878958,4.91091143407436,3.25846906785399,0,0,0.417473575251274,1,0,0.368065315212435,0.882450310457213,3,11,"Americas",0,5,79,9,125,2,44,10,<NA>,<NA>,<NA>,<NA>,2006,2004,<NA>,<NA>,<NA>,20040629,20060724,1,0,0,0,0,0,0,0,0,0,0,"Dominica",0,0,1,0,0,0,0,1,0,0,0,4,6,0,0,0,5.15959408244565,0
"DZ",3,"DZA",2010,"Africa","African",0,0.255363410056882,1.89460419223121,1.38484935383794,4,0.0315199779334223,0.215853553038494,1,2,0.801313042925731,2.60773555246393,70,9,"African",1,5,78,3,56,5,81,10,<NA>,<NA>,<NA>,<NA>,2006,2003,0,0,0,20030620,20060630,0,5,5,2,7,6,0,0,0,0,1,"Algeria",0,0,0,1,0,0,0,0,1,0,0,4,7,0.152851802689152,0,0,8.02280503034021,5
"DZ",3,"DZA",2012,"Africa","African",0,0.277059935297633,1.90980650074744,1.38484935383794,4,0.0307541597631412,0.220768360914368,1,2,0.801313042925731,2.60773555246393,70,11,"African",1,5,78,3,56,5,81,10,<NA>,<NA>,<NA>,<NA>,2006,2003,0,0,0,20030620,20060630,0,4,4,5,7,7,0,0,0,0,1,"Algeria",0,0,0,1,0,0,0,0,1,0,0,4,7,0.137459090823105,0,0,8.06043869466053,5
"EC",52,"ECU",2010,"America","Americas",0,0.104142985645702,4.45377579238738,2.30808215281263,1,0.0299601241305654,0.224449208237735,1,2,0.801313042925731,2.60773555246393,36,9,"Americas",1,5,79,4,69,3,54,5,76,<NA>,<NA>,<NA>,2006,2004,<NA>,<NA>,<NA>,20040322,20060725,1,0,0,0,0,0,0,0,0,0,0,"Ecuador",0,0,1,0,0,0,0,1,0,0,0,4,6,0.356251673916339,0,0,7.60887404845897,31
"EC",52,"ECU",2012,"America","Americas",0,0.111540942935191,4.49547529014647,2.30808215281263,1,0.0342608479436723,0.246671175061973,1,2,0.801313042925731,2.60773555246393,36,11,"Americas",1,5,79,4,69,3,54,5,76,<NA>,<NA>,<NA>,2006,2004,<NA>,<NA>,<NA>,20040322,20060725,0,5,5,4,11,9,0,0,0,0,0,"Ecuador",0,0,1,0,0,0,0,1,0,0,0,4,6,0.380370760824492,0,0,7.64054544952808,31
"EE",57,"EST",2010,"Europe","European",0,0.00964886872731888,5.65119184854936,3.17700734115764,4,0,0.7116509976618,1,0,2.38124450695458,3.80093100492517,5,9,"European",1,4,67,9,124,7,107,3,57,<NA>,<NA>,<NA>,2005,2004,<NA>,<NA>,0,20040608,20050727,1,0,0,0,0,0,0,0,0,0,0,"Estonia",1,0,0,0,0,1,0,0,0,0,0,5,6,0,0,0,6.51099767792375,0
"EE",57,"EST",2012,"Europe","European",0,0.00953982800991609,5.54279450954224,3.17700734115764,4,0,0.810307284502029,1,0,2.38124450695458,3.80093100492517,5,11,"European",1,4,67,9,124,7,107,3,57,<NA>,<NA>,<NA>,2005,2004,<NA>,<NA>,0,20040608,20050727,0,4,6,5,7,3,0,0,0,0,0,"Estonia",1,0,0,0,0,1,0,0,0,0,0,5,6,0,0,0,6.50575261459581,0
"EG",53,"EGY",2010,"Africa","Eastern Mediterranean",0,0.584054171843329,2.71055174008334,0.977540720356196,31,0,0.106433306075854,1,2,0.104393567907123,3.30020064520996,120,9,"Eastern Med",1,4,62,4,62,2,41,10,<NA>,<NA>,<NA>,<NA>,2005,2003,<NA>,<NA>,0,20030617,20050225,0,6,5,2,11,22,2,2.28468911731831,2,4.51443715373852,1,"Egypt",0,0,0,1,0,0,1,0,0,0,0,5,7,0,0.00984773642894178,0.00984654372674988,8.40460778359158,46
"EG",53,"EGY",2012,"Africa","Eastern Mediterranean",0,0.58117999676843,2.71038137451118,1.18057267887739,33,0,0.107092993353528,0,2,0.104393567907123,3.30020064520996,120,11,"Eastern Med",1,4,62,4,62,2,41,10,<NA>,<NA>,<NA>,<NA>,2005,2003,<NA>,<NA>,0,20030617,20050225,0,5,2,4,8,22,1,0.066826266534807,0,0,1,"Egypt",0,0,0,1,0,0,1,0,0,0,0,5,7,0,0.000289466942608214,0,8.40233109448809,46
"ES",159,"ESP",2012,"Europe","European",0,0.336670965547798,5.05876992658103,3.25846906785399,163,0.133818890573675,1.74305801894995,1,4,2.83950512671973,3.00942100342898,1140,11,"European",1,4,61,5,78,3,53,8,117,<NA>,<NA>,<NA>,2005,2003,1,0,1,20030616,20050111,0,5,6,5,8,11,0,0,0,0,0,"Spain",1,0,0,0,0,1,0,0,0,0,0,5,7,0.49221527821496,0,0,8.15037246677023,25
"ES",159,"ESP",2010,"Europe","European",0,0.331701005565089,4.96387829044997,3.25846906785399,159,0.130191268646656,1.79839678079246,1,4,2.83950512671973,3.00942100342898,1140,9,"European",1,4,61,5,78,3,53,8,117,<NA>,<NA>,<NA>,2005,2003,0,0,0,20030616,20050111,0,6,6,1,7,12,0,0,0,0,0,"Spain",1,0,0,0,0,1,0,0,0,0,0,5,7,0.48604714931096,0,0,8.14350896882455,25
"ET",58,"ETH",2010,"Africa","African",0,0.597218716333601,5.28809378430701,0.841771149966293,0,0.0153045394041896,0.01638522741524,1,1,0.104393567907123,0.674247839331001,8,9,"African",0,10,<NA>,6,95,2,37,10,<NA>,<NA>,<NA>,<NA>,2014,2004,0,0,0,20040225,20140325,1,0,0,0,0,0,0,0,0,0,0,"Ethiopia",0,0,0,1,0,0,0,0,1,0,0,0,6,0.0317343921123235,0,0,8.41489449180243,0
"ET",58,"ETH",2012,"Africa","African",0,0.660427831065862,5.27299638176554,0.841771149966293,0,0.0161227667286906,0.0187923957358012,1,1,0.104393567907123,0.674247839331001,8,11,"African",0,10,<NA>,6,95,2,37,10,<NA>,<NA>,<NA>,<NA>,2014,2004,0,0,0,20040225,20140325,1,0,0,0,0,0,0,0,0,0,0,"Ethiopia",0,0,0,1,0,0,0,0,1,0,0,0,6,0.0302313494444392,0,0,8.46132356663954,0
"FI",60,"FIN",2010,"Europe","European",0,0.0386149719223311,5.36269734523896,3.25846906785399,44,0,2.72580282385071,1,2,2.24846929617958,2.33344259717015,607,9,"European",1,4,61,10,<NA>,10,<NA>,10,<NA>,<NA>,<NA>,<NA>,2005,2003,0,0,0,20030616,20050124,0,3,5,2,7,14,0,0,0,0,0,"Finland",1,0,0,0,0,1,0,0,0,0,0,5,7,0,0,0,7.15100727873099,10
"FI",60,"FIN",2012,"Europe","European",0,0.0389794177509354,5.35619399314666,3.25846906785399,46,0,2.72934110841969,1,2,2.24846929617958,2.33344259717015,607,11,"European",1,4,61,10,<NA>,10,<NA>,10,<NA>,<NA>,<NA>,<NA>,2005,2003,1,0,1,20030616,20050124,0,3,4,5,7,11,0,0,0,0,0,"Finland",1,0,0,0,0,1,0,0,0,0,0,5,7,0,0,0,7.15534247432148,10
"FJ",59,"FJI",2012,"Pacific","Western Pacific",1,0.00629795280438125,3.76696527312793,1.03184848636179,2,0.00199519567415669,0.255693425259177,0,0,0.317037211445402,1.46731049900543,9,11,"Western Pac",1,2,46,7,101,10,<NA>,10,<NA>,<NA>,<NA>,<NA>,2003,2003,0,0,0,20031003,20031003,0,3,3,4,9,13,1,0.343173761864526,1,0.678095049784224,0,"Fiji",0,0,0,0,1,0,0,0,0,1,0,7,7,0.392310039474992,0.13717567547266,0.137159061529954,6.31411385462909,0
