iso3c,year,fh_ipolity2
SYR,2015,0.25
SYR,2016,0.25
SYR,2017,0.3988471031188965
TCD,2000,3.25
TCD,2001,3.25
TCD,2002,3.25
TCD,2003,3.25
TCD,2004,3.25
TCD,2005,3.25
TCD,2006,2.8333332538604736
TCD,2007,2.4166667461395264
TCD,2008,2.4166667461395264
TCD,2009,2.4166667461395264
TCD,2010,2.4166667461395264
TCD,2011,2.4166667461395264
TCD,2012,2.4166667461395264
TCD,2013,2.4166667461395264
TCD,2014,2.4166667461395264
TCD,2015,2.4166667461395264
TCD,2016,2.4166667461395264
TCD,2017,1.2180771827697754
TGO,2000,3.6666665077209473
TGO,2001,3.6666665077209473
TGO,2002,3.25
TGO,2003,3.25
TGO,2004,3.25
TGO,2005,2.75
TGO,2006,2.75
TGO,2007,3.1666665077209473
TGO,2008,3.1666665077209473
TGO,2009,3.5833332538604736
TGO,2010,4.0833330154418945
TGO,2011,4.0833330154418945
TGO,2012,4.0833330154418945
TGO,2013,4.5
TGO,2014,4.5
TGO,2015,4.5
TGO,2016,4.5
TGO,2017,5.314228057861328
THA,2000,8.5
THA,2001,8.5
THA,2002,8.5
THA,2003,8.5
THA,2004,8.5
THA,2005,8.083333015441895
THA,2006,2.5
THA,2007,3.9166665077209473
THA,2008,5.5833330154418945
THA,2009,5.5833330154418945
THA,2010,5.5833330154418945
THA,2011,6.75
THA,2012,6.75
THA,2013,6.75
THA,2014,3
THA,2015,3
THA,2016,3
THA,2017,2.8565375804901123
TJK,2000,3.0833332538604736
TJK,2001,3.0833332538604736
TJK,2002,3.5
TJK,2003,3
TJK,2004,3
TJK,2005,3
TJK,2006,3
TJK,2007,3
TJK,2008,3
TJK,2009,3
TJK,2010,3
TJK,2011,3
TJK,2012,2.5833332538604736
TJK,2013,2.5833332538604736
TJK,2014,2.5833332538604736
TJK,2015,2.1666667461395264
TJK,2016,2.1666667461395264
TJK,2017,1.2180771827697754
TKM,2000,0.25
TKM,2001,0.25
TKM,2002,0.25
TKM,2003,0.25
TKM,2004,0.25
TKM,2005,0.25
TKM,2006,0.25
TKM,2007,0.25
TKM,2008,0.25
TKM,2009,0.25
TKM,2010,0.25
TKM,2011,0.25
TKM,2012,0.25
TKM,2013,0.5
TKM,2014,0.5
TKM,2015,0.5
TKM,2016,0.5
TKM,2017,0.3988471031188965
TLS,2000,<NA>
TLS,2001,<NA>
TLS,2002,7.3333330154418945
TLS,2003,7.3333330154418945
TLS,2004,7.3333330154418945
TLS,2005,7.3333330154418945
TLS,2006,7.1666669845581055
TLS,2007,7.1666669845581055
TLS,2008,7.1666669845581055
TLS,2009,7.1666669845581055
TLS,2010,7.1666669845581055
TLS,2011,7.1666669845581055
TLS,2012,7.4166669845581055
TLS,2013,7.4166669845581055
TLS,2014,7.8333330154418945
TLS,2015,7.8333330154418945
TLS,2016,7.8333330154418945
TLS,2017,7.771918296813965
TON,2000,5.314228057861328
TON,2001,5.314228057861328
TON,2002,5.314228057861328
TON,2003,5.314228057861328
TON,2004,5.314228057861328
TON,2005,5.314228057861328
TON,2006,5.314228057861328
TON,2007,5.314228057861328
TON,2008,5.314228057861328
TON,2009,5.314228057861328
TON,2010,6.952688217163086
TON,2011,6.952688217163086
TON,2012,7.771918296813965
TON,2013,8.591148376464844
TON,2014,8.591148376464844
TON,2015,8.591148376464844
TON,2016,8.591148376464844
TON,2017,8.591148376464844
TTO,2000,9.166666030883789
TTO,2001,8.333333015441895
TTO,2002,8.333333015441895
TTO,2003,8.333333015441895
TTO,2004,8.333333015441895
TTO,2005,8.75
TTO,2006,9.166666030883789
TTO,2007,9.166666030883789
TTO,2008,9.166666030883789
TTO,2009,9.166666030883789
TTO,2010,9.166666030883789
TTO,2011,9.166666030883789
TTO,2012,9.166666030883789
TTO,2013,9.166666030883789
TTO,2014,9.166666030883789
TTO,2015,9.166666030883789
TTO,2016,9.166666030883789
TTO,2017,8.591148376464844
TUN,2000,3
TUN,2001,3
TUN,2002,2.75
TUN,2003,2.75
TUN,2004,2.75
TUN,2005,2.75
TUN,2006,2.75
TUN,2007,2.3333332538604736
TUN,2008,2.3333332538604736
TUN,2009,2.3333332538604736
TUN,2010,2.3333332538604736
TUN,2011,6.4166669845581055
TUN,2012,6.6666669845581055
TUN,2013,7.3333330154418945
TUN,2014,8.416666030883789
TUN,2015,8.416666030883789
TUN,2016,8.416666030883789
TUN,2017,7.771918296813965
TUR,2000,6.3333330154418945
TUR,2001,6.3333330154418945
TUR,2002,7.1666669845581055
TUR,2003,7.1666669845581055
TUR,2004,7.5833330154418945
TUR,2005,7.5833330154418945
TUR,2006,7.5833330154418945
TUR,2007,7.5833330154418945
TUR,2008,7.5833330154418945
TUR,2009,7.5833330154418945
TUR,2010,7.5833330154418945
TUR,2011,8.083333015441895
TUR,2012,7.6666669845581055
TUR,2013,7.6666669845581055
TUR,2014,6.1666669845581055
TUR,2015,6.1666669845581055
TUR,2016,3.5833332538604736
TUR,2017,2.8565375804901123
TUV,2000,10
TUV,2001,10
TUV,2002,10
TUV,2003,10
TUV,2004,10
TUV,2005,10
TUV,2006,10
TUV,2007,10
TUV,2008,10
TUV,2009,10
TUV,2010,10
TUV,2011,10
TUV,2012,10
TUV,2013,10
TUV,2014,10
TUV,2015,10
TUV,2016,10
TUV,2017,10
TWN,2000,9.333333969116211
TWN,2001,9.333333969116211
TWN,2002,8.916666030883789
TWN,2003,8.916666030883789
TWN,2004,9.583333969116211
TWN,2005,10
TWN,2006,9.583333969116211
TWN,2007,9.583333969116211
TWN,2008,9.583333969116211
TWN,2009,9.583333969116211
TWN,2010,9.583333969116211
TWN,2011,9.583333969116211
TWN,2012,9.583333969116211
TWN,2013,9.583333969116211
TWN,2014,9.583333969116211
TWN,2015,9.583333969116211
TWN,2016,10
TWN,2017,10
TZA,2000,4.75
TZA,2001,4.75
TZA,2002,5.1666669845581055
TZA,2003,5.1666669845581055
TZA,2004,5.1666669845581055
TZA,2005,5.1666669845581055
TZA,2006,5.1666669845581055
TZA,2007,5.1666669845581055
TZA,2008,5.1666669845581055
TZA,2009,5.1666669845581055
TZA,2010,5.5833330154418945
TZA,2011,5.5833330154418945
TZA,2012,5.5833330154418945
TZA,2013,5.5833330154418945
TZA,2014,5.5833330154418945
TZA,2015,6.1666669845581055
TZA,2016,6.1666669845581055
TZA,2017,5.314228057861328
UGA,2000,2.75
UGA,2001,2.75
UGA,2002,3.1666665077209473
UGA,2003,3.5833332538604736
UGA,2004,3.5833332538604736
UGA,2005,4.3333330154418945
UGA,2006,4.3333330154418945
UGA,2007,4.3333330154418945
UGA,2008,4.3333330154418945
UGA,2009,4.3333330154418945
UGA,2010,4.3333330154418945
UGA,2011,4.3333330154418945
UGA,2012,4.3333330154418945
UGA,2013,3.9166665077209473
UGA,2014,3.5
UGA,2015,3.5
UGA,2016,3.5
UGA,2017,3.675767660140991
UKR,2000,6.5
UKR,2001,6.5
UKR,2002,6.5
UKR,2003,6.5
UKR,2004,6.9166669845581055
UKR,2005,7.75
UKR,2006,8
UKR,2007,8
UKR,2008,8
UKR,2009,8
UKR,2010,7.3333330154418945
UKR,2011,6.9166669845581055
UKR,2012,6.9166669845581055
UKR,2013,6.9166669845581055
UKR,2014,6.8333330154418945
UKR,2015,6.8333330154418945
UKR,2016,6.8333330154418945
UKR,2017,6.952688217163086
URY,2000,10
URY,2001,10
URY,2002,10
URY,2003,10
URY,2004,10
URY,2005,10
URY,2006,10
URY,2007,10
URY,2008,10
URY,2009,10
URY,2010,10
URY,2011,10
URY,2012,10
URY,2013,10
URY,2014,10
URY,2015,10
URY,2016,10
URY,2017,10
USA,2000,10
USA,2001,10
USA,2002,10
USA,2003,10
USA,2004,10
USA,2005,10
USA,2006,10
USA,2007,10
USA,2008,10
USA,2009,10
USA,2010,10
USA,2011,10
USA,2012,10
USA,2013,10
USA,2014,10
USA,2015,10
USA,2016,9.5
USA,2017,9.410378456115723
UZB,2000,0.6666666269302368
UZB,2001,0.6666666269302368
UZB,2002,0.6666666269302368
UZB,2003,0.6666666269302368
UZB,2004,0.6666666269302368
UZB,2005,0.25
UZB,2006,0.25
UZB,2007,0.25
UZB,2008,0.25
UZB,2009,0.25
UZB,2010,0.25
UZB,2011,0.25
UZB,2012,0.25
UZB,2013,0.25
UZB,2014,0.25
UZB,2015,0.25
UZB,2016,0.25
UZB,2017,0.3988471031188965
VCT,2000,9.410378456115723
VCT,2001,9.410378456115723
VCT,2002,9.410378456115723
VCT,2003,9.410378456115723
VCT,2004,9.410378456115723
VCT,2005,9.410378456115723
VCT,2006,9.410378456115723
VCT,2007,9.410378456115723
VCT,2008,9.410378456115723
VCT,2009,9.410378456115723
VCT,2010,10
VCT,2011,10
VCT,2012,10
VCT,2013,10
VCT,2014,10
VCT,2015,10
VCT,2016,10
VCT,2017,10
VDR,2000,<NA>
VDR,2001,<NA>
VDR,2002,<NA>
VDR,2003,<NA>
VDR,2004,<NA>
VDR,2005,<NA>
VDR,2006,<NA>
VDR,2007,<NA>
VDR,2008,<NA>
VDR,2009,<NA>
VDR,2010,<NA>
VDR,2011,<NA>
VDR,2012,<NA>
VDR,2013,<NA>
VDR,2014,<NA>
VDR,2015,<NA>
VDR,2016,<NA>
VDR,2017,<NA>
VEN,2000,6.75
VEN,2001,6.5
VEN,2002,6.9166669845581055
VEN,2003,6.9166669845581055
VEN,2004,6.9166669845581055
VEN,2005,6.5
VEN,2006,6.25
VEN,2007,6.25
VEN,2008,6.25
VEN,2009,3.8333332538604736
VEN,2010,3.4166665077209473
VEN,2011,3.4166665077209473
VEN,2012,3.4166665077209473
VEN,2013,5.166666507720947
VEN,2014,5.166666507720947
VEN,2015,5.166666507720947
VEN,2016,4.75
VEN,2017,2.8565375804901123
VNM,2000,1.1666666269302368
VNM,2000,<NA>
VNM,2001,1.1666666269302368
VNM,2001,<NA>
VNM,2002,1.1666666269302368
VNM,2002,<NA>
VNM,2003,1.1666666269302368
VNM,2003,<NA>
VNM,2004,1.1666666269302368
VNM,2004,<NA>
VNM,2005,1.5833332538604736
VNM,2005,<NA>
VNM,2006,1.5833332538604736
VNM,2006,<NA>
VNM,2007,1.5833332538604736
VNM,2007,<NA>
VNM,2008,1.5833332538604736
VNM,2008,<NA>
VNM,2009,1.5833332538604736
VNM,2009,<NA>
VNM,2010,1.5833332538604736
VNM,2010,<NA>
VNM,2011,1.5833332538604736
VNM,2011,<NA>
VNM,2012,1.5833332538604736
VNM,2012,<NA>
VNM,2013,1.5833332538604736
VNM,2013,<NA>
VNM,2014,1.5833332538604736
VNM,2014,<NA>
VNM,2015,1.5833332538604736
VNM,2015,<NA>
VNM,2016,1.5833332538604736
VNM,2016,<NA>
VNM,2017,2.0373072624206543
VNM,2017,<NA>
VUT,2000,8.591148376464844
VUT,2001,8.591148376464844
VUT,2002,9.410378456115723
VUT,2003,8.591148376464844
VUT,2004,8.591148376464844
VUT,2005,8.591148376464844
VUT,2006,8.591148376464844
VUT,2007,8.591148376464844
VUT,2008,8.591148376464844
VUT,2009,8.591148376464844
VUT,2010,8.591148376464844
VUT,2011,8.591148376464844
VUT,2012,8.591148376464844
VUT,2013,8.591148376464844
VUT,2014,8.591148376464844
VUT,2015,8.591148376464844
VUT,2016,8.591148376464844
VUT,2017,8.591148376464844
WSM,2000,8.591148376464844
WSM,2001,8.591148376464844
WSM,2002,8.591148376464844
WSM,2003,8.591148376464844
WSM,2004,8.591148376464844
WSM,2005,8.591148376464844
WSM,2006,8.591148376464844
WSM,2007,8.591148376464844
WSM,2008,8.591148376464844
WSM,2009,8.591148376464844
WSM,2010,8.591148376464844
WSM,2011,8.591148376464844
WSM,2012,8.591148376464844
WSM,2013,8.591148376464844
WSM,2014,8.591148376464844
WSM,2015,8.591148376464844
WSM,2016,8.591148376464844
WSM,2017,8.591148376464844
XTI,2000,<NA>
XTI,2001,<NA>
XTI,2002,<NA>
XTI,2003,<NA>
XTI,2004,<NA>
XTI,2005,<NA>
XTI,2006,<NA>
XTI,2007,<NA>
XTI,2008,<NA>
XTI,2009,<NA>
XTI,2010,<NA>
XTI,2011,<NA>
XTI,2012,<NA>
XTI,2013,<NA>
XTI,2014,<NA>
XTI,2015,<NA>
XTI,2016,<NA>
XTI,2017,<NA>
YEM,2000,<NA>
YEM,2000,3.25
YEM,2001,<NA>
YEM,2001,2.8333332538604736
YEM,2002,<NA>
YEM,2002,3.25
YEM,2003,<NA>
YEM,2003,3.6666665077209473
YEM,2004,<NA>
YEM,2004,3.6666665077209473
YEM,2005,<NA>
YEM,2005,3.6666665077209473
YEM,2006,<NA>
YEM,2006,3.6666665077209473
YEM,2007,<NA>
YEM,2007,3.6666665077209473
YEM,2008,<NA>
YEM,2008,3.6666665077209473
YEM,2009,<NA>
YEM,2009,3.25
YEM,2010,<NA>
YEM,2010,3.25
YEM,2011,<NA>
YEM,2011,2.8333332538604736
YEM,2012,<NA>
YEM,2012,4.083333492279053
YEM,2013,<NA>
YEM,2013,4.083333492279053
YEM,2014,<NA>
YEM,2014,3.3333332538604736
YEM,2015,<NA>
YEM,2015,2.9166667461395264
YEM,2016,<NA>
YEM,2016,2.9166667461395264
YEM,2017,<NA>
YEM,2017,1.2180771827697754
YMD,2000,<NA>
YMD,2001,<NA>
YMD,2002,<NA>
YMD,2003,<NA>
YMD,2004,<NA>
YMD,2005,<NA>
YMD,2006,<NA>
YMD,2007,<NA>
YMD,2008,<NA>
YMD,2009,<NA>
YMD,2010,<NA>
YMD,2011,<NA>
YMD,2012,<NA>
YMD,2013,<NA>
YMD,2014,<NA>
YMD,2015,<NA>
YMD,2016,<NA>
YMD,2017,<NA>
YUG,2000,<NA>
YUG,2001,<NA>
YUG,2002,<NA>
YUG,2003,<NA>
YUG,2004,<NA>
YUG,2005,<NA>
YUG,2006,<NA>
YUG,2007,<NA>
YUG,2008,<NA>
YUG,2009,<NA>
YUG,2010,<NA>
YUG,2011,<NA>
YUG,2012,<NA>
YUG,2013,<NA>
YUG,2014,<NA>
YUG,2015,<NA>
YUG,2016,<NA>
YUG,2017,<NA>
ZAF,2000,9.333333969116211
ZAF,2001,9.333333969116211
ZAF,2002,9.333333969116211
ZAF,2003,9.333333969116211
ZAF,2004,9.333333969116211
ZAF,2005,9.333333969116211
ZAF,2006,8.916666030883789
ZAF,2007,8.916666030883789
ZAF,2008,8.916666030883789
ZAF,2009,8.916666030883789
ZAF,2010,8.916666030883789
ZAF,2011,8.916666030883789
ZAF,2012,8.916666030883789
ZAF,2013,8.916666030883789
ZAF,2014,8.916666030883789
ZAF,2015,8.916666030883789
ZAF,2016,8.916666030883789
ZAF,2017,8.591148376464844
ZMB,2000,4.8333330154418945
ZMB,2001,5.8333330154418945
ZMB,2002,6.25
ZMB,2003,6.25
ZMB,2004,6.25
ZMB,2005,6.25
ZMB,2006,6.6666669845581055
ZMB,2007,6.6666669845581055
ZMB,2008,7.5833330154418945
ZMB,2009,7.1666669845581055
ZMB,2010,7.1666669845581055
ZMB,2011,7.1666669845581055
ZMB,2012,7.1666669845581055
ZMB,2013,7.1666669845581055
ZMB,2014,7.1666669845581055
ZMB,2015,7.1666669845581055
ZMB,2016,6.5
ZMB,2017,5.314228057861328
ZWE,2000,3
ZWE,2001,2.3333332538604736
ZWE,2002,2.3333332538604736
ZWE,2003,2.3333332538604736
ZWE,2004,1.9166666269302368
ZWE,2005,1.9166666269302368
ZWE,2006,1.9166666269302368
ZWE,2007,1.9166666269302368
ZWE,2008,1.9166666269302368
ZWE,2009,3.5833332538604736
ZWE,2010,3.5833332538604736
ZWE,2011,3.5833332538604736
ZWE,2012,3.5833332538604736
ZWE,2013,4.75
ZWE,2014,4.75
ZWE,2015,5.166666507720947
ZWE,2016,5.166666507720947
ZWE,2017,2.8565375804901123
